# Time, Xc, Yc
3.094587010220158845e+03 5.749873069964357910e+02 9.684628816556365791e+02
3.094607443919871002e+03 5.749863083440004630e+02 9.684645410027146681e+02
3.094627877419814467e+03 5.749835411975583384e+02 9.684636230253931899e+02
3.094648311119992286e+03 5.749784811593594895e+02 9.684631853006375195e+02
3.094668744720052928e+03 5.749754729063392915e+02 9.684625031749684467e+02
3.094689178219996393e+03 5.749708385366631092e+02 9.684620397020817109e+02
3.094709611920174211e+03 5.749671011203150783e+02 9.684602019563055819e+02
3.094730045519769192e+03 5.750368734484809465e+02 9.684666976523571975e+02
3.094750479020178318e+03 5.750444082448345853e+02 9.684698236603860551e+02
3.094770912719890475e+03 5.750394135984898867e+02 9.684682789292047573e+02
3.094791346319951117e+03 5.750351901139098345e+02 9.684690388642628704e+02
3.094811779819894582e+03 5.750309949124000468e+02 9.684676556639919909e+02
3.094832213520072401e+03 5.750283486976575205e+02 9.684676769976103969e+02
3.094852647120133042e+03 5.750240090884756228e+02 9.684667385583010173e+02
3.094873080720193684e+03 5.750186637483677714e+02 9.684674547058999678e+02
3.094893514319788665e+03 5.750115776979486100e+02 9.684666980866022641e+02
3.094913947919849306e+03 5.750110563218423749e+02 9.684674988531924100e+02
3.094934381519909948e+03 5.750074046717357987e+02 9.684666640758143785e+02
3.094954815119970590e+03 5.750026243871780025e+02 9.684647852399143630e+02
3.094975248720031232e+03 5.749993488125664953e+02 9.684650033846962742e+02
3.094995682320091873e+03 5.749990178386632351e+02 9.684642022579934064e+02
3.095016116019804031e+03 5.750364110824309591e+02 9.684905640182882962e+02
3.095036549520213157e+03 5.750878113372644975e+02 9.685269897417928178e+02
3.095056983119808137e+03 5.750838029664655551e+02 9.685241279917795509e+02
3.095077416819985956e+03 5.750094771696378757e+02 9.684794123470137492e+02
3.095097850319929421e+03 5.749794757798941873e+02 9.684613380637364344e+02
3.095118283919990063e+03 5.749745141336436518e+02 9.684598334581284007e+02
3.095138717620167881e+03 5.749710657433703318e+02 9.684594702429615154e+02
3.095159151120111346e+03 5.749657038118270975e+02 9.684593313680313713e+02
3.095179584720171988e+03 5.749646883204893584e+02 9.684609040658225467e+02
3.095200018320232630e+03 5.749587780298019197e+02 9.684599732031193753e+02
3.095220451919827610e+03 5.750197534625596063e+02 9.684673979302717726e+02
3.095240885519888252e+03 5.750234061012934035e+02 9.684683997843735597e+02
3.095261319119948894e+03 5.750158901938760891e+02 9.684653473347376575e+02
3.095281752720009536e+03 5.750103625473210514e+02 9.684652910326099118e+02
3.095302186420187354e+03 5.750062838730533485e+02 9.684649250746059579e+02
3.095322619920130819e+03 5.749994700354263841e+02 9.684639302249071307e+02
3.095343053520191461e+03 5.749947444468817821e+02 9.684628475169525927e+02
3.095363487219903618e+03 5.749911516496221111e+02 9.684633214604929208e+02
3.095383920819964260e+03 5.749859124296480104e+02 9.684620433082133104e+02
3.095404354319907725e+03 5.749813012098992431e+02 9.684624096057411862e+02
3.095424788020085543e+03 5.749746542943531722e+02 9.684610779157160323e+02
3.095445221620146185e+03 5.749736673060166368e+02 9.684595047228488056e+02
3.095465655120089650e+03 5.750276969250968477e+02 9.684684723827219841e+02
3.095486088819801807e+03 5.750496549929201819e+02 9.684695123186511410e+02
3.095506522419862449e+03 5.750473008985404704e+02 9.684703857793389261e+02
3.095526955919805914e+03 5.750431141210015085e+02 9.684683580932621680e+02
3.095547389619983733e+03 5.750367890497191183e+02 9.684688433453544576e+02
3.095567823220044374e+03 5.750312315625340034e+02 9.684673234764976542e+02
3.095588256719987839e+03 5.750272796054074433e+02 9.684674542658217433e+02
3.095608690420165658e+03 5.750208258683624081e+02 9.684673104004657489e+02
3.095629124020226300e+03 5.750166409715862983e+02 9.684661150349714944e+02
3.095649557520169765e+03 5.750120441891227756e+02 9.684656239414402989e+02
3.095669991219881922e+03 5.750103063704218584e+02 9.684656331127646354e+02
3.095690424819942564e+03 5.750049072580683287e+02 9.684649545947481784e+02
3.095710858420003206e+03 5.750008326537620178e+02 9.684642180637223419e+02
3.095731292020063847e+03 5.749961553987628804e+02 9.684636845652994452e+02
3.095751725620124489e+03 5.749909814563977761e+02 9.684638168437720651e+02
3.095772159220185131e+03 5.749858155520977334e+02 9.684624275485443832e+02
3.095792592819780111e+03 5.749813739590758814e+02 9.684608950677860548e+02
3.095813026419840753e+03 5.749789367855503315e+02 9.684615381129285652e+02
3.095833460120018572e+03 5.749728384165939588e+02 9.684617030284887278e+02
3.095853893720079213e+03 5.749700331364356316e+02 9.684603114137989905e+02
3.095874327220022678e+03 5.749648936916439652e+02 9.684605358530936883e+02
3.095894760920200497e+03 5.749609823386258540e+02 9.684609113514362662e+02
3.095915194519795477e+03 5.749578051168796264e+02 9.684591930420972403e+02
3.095935628020204604e+03 5.749534828009769853e+02 9.684576423771405871e+02
3.095956061719916761e+03 5.749636016419306088e+02 9.684623188388488870e+02
3.095976495219860226e+03 5.749771982782782516e+02 9.684617126814182484e+02
3.095996928819920868e+03 5.749700895429100456e+02 9.684618667913532590e+02
3.096017362520098686e+03 5.749658107239881701e+02 9.684618361505697521e+02
3.096037796020042151e+03 5.749602528925371416e+02 9.684611654713304461e+02
3.096058229620102793e+03 5.749545656199205723e+02 9.684602318516992909e+02
3.096078663319814950e+03 5.749529903004381595e+02 9.684594756890412555e+02
3.096099096820224077e+03 5.749502289013665859e+02 9.684600104693820413e+02
3.096119530419819057e+03 5.749434726632988486e+02 9.684598084617809945e+02
3.096139964119996876e+03 5.749369302018274084e+02 9.684578228213820239e+02
3.096160397619940341e+03 5.749334223432149429e+02 9.684570553977896452e+02
3.096180831220000982e+03 5.749294805292481669e+02 9.684575442224055450e+02
3.096201264920178801e+03 5.775967376621496214e+02 9.706648483306724984e+02
3.096221698519773781e+03 5.750384058363158601e+02 9.684695850788888265e+02
3.096242132020182908e+03 5.750375447742017059e+02 9.684686221822587413e+02
3.096262565719895065e+03 5.750325555871286269e+02 9.684669042274633739e+02
3.096282999319955707e+03 5.750277771155115261e+02 9.684667860494303113e+02
3.096303432819899172e+03 5.750272023615957551e+02 9.684685391560088874e+02
3.096323866520076990e+03 5.750229280911735259e+02 9.684678279528873190e+02
3.096344300120137632e+03 5.750218244648968948e+02 9.684682430992232867e+02
3.096364733620081097e+03 5.750182044208181651e+02 9.684702895736279515e+02
3.096385167319793254e+03 5.750154969675231769e+02 9.684693337327032623e+02
3.096405600919853896e+03 5.750106942435879773e+02 9.684693924072063282e+02
3.096426034620031714e+03 5.750064849104744553e+02 9.684678779559546911e+02
3.096446468119975179e+03 5.750072363446405461e+02 9.684662307892307354e+02
3.096466901720035821e+03 5.750007270293433521e+02 9.684650519045998180e+02
3.096487335420213640e+03 5.749963038367819763e+02 9.684649696995719523e+02
3.096507768920157105e+03 5.749926334362278340e+02 9.684652565965249096e+02
3.096528202520217746e+03 5.749907288357396737e+02 9.684639117319134130e+02
3.096548636219929904e+03 5.749887154353842789e+02 9.684637507995558963e+02
3.096569069719873369e+03 5.749822196424890990e+02 9.684630159784409216e+02
3.096589503319934011e+03 5.749796810352910370e+02 9.684625677730226698e+02
3.096609937020111829e+03 5.749756225946332506e+02 9.684624558178467169e+02
3.096630370520055294e+03 5.749752567720480556e+02 9.684626301876401158e+02
3.096650804120115936e+03 5.749722660560793202e+02 9.684626432913673852e+02
3.096671237819828093e+03 5.749673362996144306e+02 9.684626968908467006e+02
3.096691671319771558e+03 5.750320633907557522e+02 9.684707762472130526e+02
3.096712104919832200e+03 5.750345349011320195e+02 9.684685568406486027e+02
3.096732538620010018e+03 5.750305545340901290e+02 9.684697860073707716e+02
3.096752972220070660e+03 5.750297299198786050e+02 9.684700061888640903e+02
3.096773405720014125e+03 5.750771711962007657e+02 9.685026434566096896e+02
3.096793839420191944e+03 5.751182113660557889e+02 9.685310815776135769e+02
3.096814272920135409e+03 5.751113164742082517e+02 9.685275057140044055e+02
3.096834706520196050e+03 5.750355781348210940e+02 9.684811796961752179e+02
3.096855140219908208e+03 5.750088671967154141e+02 9.684675567179277778e+02
3.096875573719851673e+03 5.750039356622614832e+02 9.684668531182985589e+02
3.096896007319912314e+03 5.750035034487035546e+02 9.684666611802283569e+02
3.096916441020090133e+03 5.749992647795531866e+02 9.684661056694513945e+02
3.096936874520033598e+03 5.749956468847168480e+02 9.684657857210852399e+02
3.096957308120094240e+03 5.749929744271726122e+02 9.684640053614518820e+02
3.096977741819806397e+03 5.749920989505676516e+02 9.684665826344436255e+02
3.096998175320215523e+03 5.749852143126579449e+02 9.684649998580387091e+02
3.097018609019927680e+03 5.749800189865804896e+02 9.684635830417093985e+02
3.097039042619988322e+03 5.749767842746795168e+02 9.684635379202669583e+02
3.097059476220048964e+03 5.749718517418953070e+02 9.684620603378449459e+02
3.097079909820109606e+03 5.749686153829997011e+02 9.684620597260305885e+02
3.097100343420170248e+03 5.749672969732441743e+02 9.684622896176650784e+02
3.097120777020230889e+03 5.749636101524616834e+02 9.684642345179208860e+02
3.097141210619825870e+03 5.749570126273080177e+02 9.684621369356516425e+02
3.097161644219886512e+03 5.749534787776110534e+02 9.684624281417439988e+02
3.097182077819947153e+03 5.750154923132492968e+02 9.684667367132227582e+02
3.097202511520124972e+03 5.750195059187560673e+02 9.684670674523038088e+02
3.097222945020068437e+03 5.750131756566602235e+02 9.684681574782416646e+02
3.097243378620129079e+03 5.750132627545159494e+02 9.684685855948687276e+02
3.097263812319841236e+03 5.750068013789318684e+02 9.684686054417711603e+02
3.097284245819784701e+03 5.750049468931212004e+02 9.684664325975375050e+02
3.097304679419845343e+03 5.750005141429880950e+02 9.684662219985918910e+02
3.097325113120023161e+03 5.749961194245657907e+02 9.684654275898319611e+02
3.097345546619966626e+03 5.749906269215562133e+02 9.684653424924581486e+02
3.097365980220027268e+03 5.749887828960163461e+02 9.684649335451971410e+02
3.097386413920205086e+03 5.749856039776624357e+02 9.684636484209189575e+02
3.097406847420148551e+03 5.749802529927193291e+02 9.684628742420647995e+02
3.097427281020209193e+03 5.750343528406867790e+02 9.684703092640841078e+02
3.097447714619804174e+03 5.750693609954073509e+02 9.684740390224311568e+02
3.097468148219864815e+03 5.750652955839649394e+02 9.684744045193169768e+02
3.097488581819925457e+03 5.750574952014600285e+02 9.684717151433076197e+02
3.097509015419986099e+03 5.750523179310150681e+02 9.684705702099327027e+02
3.097529449020046741e+03 5.750515591385026255e+02 9.684725401292722609e+02
3.097549882720224559e+03 5.750469210015518229e+02 9.684697356368137662e+02
3.097570316319819540e+03 5.750425884838350612e+02 9.684692725225563663e+02
3.097590749820228666e+03 5.750399544525299689e+02 9.684705865095435229e+02
3.097611183519940823e+03 5.750356034947624266e+02 9.684699164278305261e+02
3.097631617120001465e+03 5.750313181086398799e+02 9.684692292648023795e+02
3.097652050619944930e+03 5.750299758773102212e+02 9.684699193970091073e+02
3.097672484320122749e+03 5.750267558289041290e+02 9.684708903729645044e+02
3.097692917920183390e+03 5.750204069703496543e+02 9.684702845891275729e+02
3.097713351420126855e+03 5.750158230188659445e+02 9.684684696764441014e+02
3.097733785119839013e+03 5.750122772591898865e+02 9.684697841750650014e+02
3.097754218719899654e+03 5.750080693922877799e+02 9.684689326726635272e+02
3.097774652219843119e+03 5.750052506821949692e+02 9.684688383166892436e+02
3.097795085920020938e+03 5.749994003648873786e+02 9.684677986638612310e+02
3.097815519520081580e+03 5.749982779484315643e+02 9.684682352491903430e+02
3.097835953020025045e+03 5.749917592606293510e+02 9.684665399252247653e+02
3.097856386720202863e+03 5.749877098276268725e+02 9.684669465919785125e+02
3.097876820319797844e+03 5.749849499501339096e+02 9.684664520046920870e+02
3.097897253919858485e+03 5.749804797439659296e+02 9.684658058362412021e+02
3.097917687519919127e+03 5.750248609805886417e+02 9.684692720685410450e+02
3.097938121119979769e+03 5.750481388734023085e+02 9.684724619965365946e+02
3.097958554720040411e+03 5.750420284043019592e+02 9.684724828106283212e+02
3.097978988320101053e+03 5.750361355018101222e+02 9.684720108379310659e+02
3.097999421920161694e+03 5.750370270490217308e+02 9.684726542149350053e+02
3.098019855520222336e+03 5.750289272407289900e+02 9.684703555312927392e+02
3.098040289219934493e+03 5.750245119868039865e+02 9.684722121594384134e+02
3.098060722719877958e+03 5.750208900856035825e+02 9.684707785319690174e+02
3.098081156420055777e+03 5.750151630303153070e+02 9.684689255115688411e+02
3.098101590020116419e+03 5.750110349953492914e+02 9.684692690667119450e+02
3.098122023520059884e+03 5.750051602471686465e+02 9.684681107275091563e+02
3.098142457219772041e+03 5.750032950384178321e+02 9.684678207416986879e+02
3.098162890819832683e+03 5.758355128939107317e+02 9.697335284876660353e+02
3.098183324319776148e+03 5.750409939168838491e+02 9.684713690722072670e+02
3.098203758019953966e+03 5.750468293881601767e+02 9.684702618557979577e+02
3.098224191519897431e+03 5.750427108583207882e+02 9.684716894432461913e+02
3.098244625119958073e+03 5.750354426429304340e+02 9.684693627024079206e+02
3.098265058820135891e+03 5.750308685731928335e+02 9.684687817700339565e+02
3.098285492320079356e+03 5.750280043268979853e+02 9.684698466614373729e+02
3.098305925920139998e+03 5.750243475094185897e+02 9.684690849274061293e+02
3.098326359619852155e+03 5.750206591927609452e+02 9.684693221463377313e+02
3.098346793119795620e+03 5.750168494904078216e+02 9.684687553625738019e+02
3.098367226719856262e+03 5.750128708674362770e+02 9.684675416705252928e+02
3.098387660420034081e+03 5.750087447365110620e+02 9.684679099912672200e+02
3.098408094020094723e+03 5.750060836795972818e+02 9.684690914177532477e+02
3.098428527520038188e+03 5.750041428277830846e+02 9.684686646732271811e+02
3.098448961220216006e+03 5.749998195248778075e+02 9.684692696940493306e+02
3.098469394819810987e+03 5.749942115377729124e+02 9.684686119101901340e+02
3.098489828320220113e+03 5.749923187591978149e+02 9.684689207346946205e+02
3.098510262019932270e+03 5.749901706465733469e+02 9.684697689235111966e+02
3.098530695619992912e+03 5.750440575937799395e+02 9.685059269149541024e+02
3.098551129119936377e+03 5.750799018318658682e+02 9.685298602013052687e+02
3.098571562820114195e+03 5.750656986295798561e+02 9.685246102342589438e+02
3.098591996420174837e+03 5.749860575692866860e+02 9.684751408617081552e+02
3.098612430119886994e+03 5.749676358227451374e+02 9.684666076017883825e+02
3.098632863619830459e+03 5.749669019115036690e+02 9.684670134815837628e+02
3.098653297219891101e+03 5.750217486167653078e+02 9.684699877825611338e+02
3.098673730920068920e+03 5.750267534078128620e+02 9.684709622262149651e+02
3.098694164420012385e+03 5.750216758735300573e+02 9.684704454193168885e+02
3.098714598020073026e+03 5.750154964495409331e+02 9.684704944860160367e+02
3.098735031719785184e+03 5.750098121853573048e+02 9.684691837843993198e+02
3.098755465220194310e+03 5.750072356201480943e+02 9.684706920852524945e+02
3.098775898819789290e+03 5.750029240764481528e+02 9.684710743032037499e+02
3.098796332519967109e+03 5.749934167219988694e+02 9.684672164788953523e+02
3.098816766019910574e+03 5.749910434166461073e+02 9.684691449954398195e+02
3.098837199619971216e+03 5.749847186103345393e+02 9.684691737731418471e+02
3.098857633320149034e+03 5.749808656785155563e+02 9.684688945452946882e+02
3.098878066920209676e+03 5.749758885592067372e+02 9.684686503493513783e+02
3.098898500420153141e+03 5.750322832948113501e+02 9.684742738055248310e+02
3.098918934119865298e+03 5.750335844360093915e+02 9.684719980144075180e+02
3.098939367619808763e+03 5.750295541913972102e+02 9.684719525574627141e+02
3.098959801219869405e+03 5.750262161913775572e+02 9.684714180852930667e+02
3.098980234920047224e+03 5.750236282445598590e+02 9.684712939471169193e+02
3.099000668419990689e+03 5.750187208732173758e+02 9.684729955545624307e+02
3.099021102020051330e+03 5.750160307196968006e+02 9.684729253305951033e+02
3.099041535720229149e+03 5.750145556080813094e+02 9.684729487491703139e+02
3.099061969220172614e+03 5.750086858538968499e+02 9.684715640721410637e+02
3.099082402819767594e+03 5.750054366966278394e+02 9.684712460349959429e+02
3.099102836519945413e+03 5.750020289036995109e+02 9.684717247663310218e+02
3.099123270019888878e+03 5.749993949298271900e+02 9.684705757765624412e+02
3.099143703619949520e+03 5.749957263150704421e+02 9.684708184987935056e+02
3.099164137320127338e+03 5.749940011321322118e+02 9.684703445837981235e+02
3.099184570820070803e+03 5.749890512142961825e+02 9.684674429628851158e+02
3.099205004519782960e+03 5.749852263842516322e+02 9.684699335599361802e+02
3.099225438119843602e+03 5.749809683564681109e+02 9.684682649893808275e+02
3.099245871719904244e+03 5.749775250596767364e+02 9.684706587452855047e+02
3.099266305319964886e+03 5.749732021879021886e+02 9.684704615758811315e+02
3.099286738920025527e+03 5.749704521666817527e+02 9.684713513862270702e+02
3.099307172520086169e+03 5.749688402822217768e+02 9.684691633566669680e+02
3.099327606120146811e+03 5.749621341192513455e+02 9.684700110244888265e+02
3.099348039720207453e+03 5.749596032740098508e+02 9.684691049910034053e+02
3.099368473319802433e+03 5.749584045720240510e+02 9.684701846808032997e+02
3.099388907019980252e+03 5.750172366815763780e+02 9.684740215190469144e+02
3.099409340519923717e+03 5.750237564150868366e+02 9.684733337249120950e+02
3.099429774119984359e+03 5.750209931607688532e+02 9.684743234500922426e+02
3.099450207820162177e+03 5.750147416897431185e+02 9.684732540354485764e+02
3.099470641320105642e+03 5.750070650770879865e+02 9.684730432585519111e+02
3.099491074920166284e+03 5.750038642393674309e+02 9.684728679338104484e+02
3.099511508619878441e+03 5.750006745132171773e+02 9.684724857603429200e+02
3.099531942119821906e+03 5.749970661031979944e+02 9.684709336665613364e+02
3.099552375719882548e+03 5.749925539903771323e+02 9.684706506743303862e+02
3.099572809420060366e+03 5.749882525950068839e+02 9.684710531194070882e+02
3.099593242920003831e+03 5.749825967120114001e+02 9.684704077205228714e+02
3.099613676520064473e+03 5.749776377857936041e+02 9.684710259839214359e+02
3.099634110219776630e+03 5.750366633996949304e+02 9.684746974468902181e+02
3.099654543720185757e+03 5.750677799665689918e+02 9.684769106393156335e+02
3.099674977319780737e+03 5.750654504422030868e+02 9.684750761433316484e+02
3.099695410919841379e+03 5.750609755195135904e+02 9.684743910313409287e+02
3.099715844519902021e+03 5.750550146215686027e+02 9.684743000062777583e+02
3.099736278119962662e+03 5.750496781191694708e+02 9.684734484121755713e+02
3.099756711820140481e+03 5.750453160419757523e+02 9.684728404803031481e+02
3.099777145320083946e+03 5.750356832133825264e+02 9.684742007896123823e+02
3.099797579019796103e+03 5.750278572688945360e+02 9.684739348329635504e+02
3.099818012619856745e+03 5.750226484534676956e+02 9.684735149160903802e+02
3.099838446119800210e+03 5.750154052362182711e+02 9.684753315836122738e+02
3.099858879819978029e+03 5.750099040339930525e+02 9.684737081232618721e+02
3.099879313420038670e+03 5.750012829850290927e+02 9.684729454025493851e+02
3.099899746919982135e+03 5.749963583971787102e+02 9.684729656208895676e+02
3.099920180620159954e+03 5.749854437516083863e+02 9.684733699336210293e+02
3.099940614220220596e+03 5.749794575382981066e+02 9.684728219489218191e+02
3.099961047720164061e+03 5.749723311070400769e+02 9.684719605361746062e+02
3.099981481419876218e+03 5.749666992497915317e+02 9.684706510490730125e+02
3.100001915019936860e+03 5.749586074041852726e+02 9.684689001036093714e+02
3.100022348519880325e+03 5.749559908011501648e+02 9.684714754838410045e+02
3.100042782220058143e+03 5.749479433101023460e+02 9.684705679511632752e+02
3.100063215820118785e+03 5.749403408234917379e+02 9.684706386363234287e+02
3.100083649420179427e+03 5.749373841444962636e+02 9.684724218151025070e+02
3.100104083019774407e+03 5.749325494218990116e+02 9.684718097866042399e+02
3.100124516619835049e+03 5.861788261334195340e+02 9.769767624012607712e+02
3.100144950219895691e+03 5.750687973035626328e+02 9.684731604879676752e+02
3.100165383819956332e+03 5.750654072977406486e+02 9.684760757388120282e+02
3.100185817420016974e+03 5.750617915932871256e+02 9.684738498359228061e+02
3.100206251020077616e+03 5.750581290649622588e+02 9.684727229227161160e+02
3.100226684719789773e+03 5.750571679842477124e+02 9.684729740862318295e+02
3.100247118220198900e+03 5.750528391425181098e+02 9.684729385852748464e+02
3.100267551819793880e+03 5.750500941164502819e+02 9.684729896652186198e+02
3.100287985519971699e+03 5.751133232917054556e+02 9.685149782793125723e+02
3.100308419019915164e+03 5.751453308123961961e+02 9.685373617423554151e+02
3.100328852720092982e+03 5.751266976327425482e+02 9.685272137716385714e+02
3.100349286320153624e+03 5.750464707412820644e+02 9.684767710860199941e+02
3.100369719820097089e+03 5.750274780341488849e+02 9.684756432591958628e+02
3.100390153519809246e+03 5.750256792701716222e+02 9.684748859374481071e+02
3.100410587119869888e+03 5.750229296107054324e+02 9.684775791930325113e+02
3.100431020619813353e+03 5.750209255126567314e+02 9.684784720221570069e+02
3.100451454319991171e+03 5.750177008845067803e+02 9.684770161072626706e+02
3.100471887819934636e+03 5.750141545853097114e+02 9.684761847883835344e+02
3.100492321419995278e+03 5.750121059116154356e+02 9.684770031639120589e+02
3.100512755120173097e+03 5.750074319571529031e+02 9.684758003241819324e+02
3.100533188620116562e+03 5.750056741736930235e+02 9.684754483512330125e+02
3.100553622220177203e+03 5.750035413635469013e+02 9.684758746102062332e+02
3.100574055919889361e+03 5.750001190029560121e+02 9.684761470761834516e+02
3.100594489519950002e+03 5.749977915770687105e+02 9.684745850932288249e+02
3.100614923019893467e+03 5.750435859182485956e+02 9.684787038176199303e+02
3.100635356720071286e+03 5.750695669180961431e+02 9.684780633988310683e+02
3.100655790320131928e+03 5.750632146713938937e+02 9.684784845730563347e+02
3.100676223820075393e+03 5.750619405612528681e+02 9.684782071781094146e+02
3.100696657519787550e+03 5.750574550120245476e+02 9.684774805157396713e+02
3.100717091119848192e+03 5.750540247553057043e+02 9.684782573078688301e+02
3.100737524619791657e+03 5.750532492546408321e+02 9.684787237320772419e+02
3.100757958319969475e+03 5.750503877487356021e+02 9.684770515713223631e+02
3.100778391920030117e+03 5.750451601777592714e+02 9.684765431049019071e+02
3.100798825419973582e+03 5.750440098623065523e+02 9.684769895837090417e+02
3.100819259120151401e+03 5.750378623037795478e+02 9.684756128501437615e+02
3.100839692720212042e+03 5.750332794483863381e+02 9.684766135508222078e+02
3.100860126419924200e+03 5.750303216516293787e+02 9.684779876482830332e+02
3.100880559919867665e+03 5.750283122206722055e+02 9.684765090537611059e+02
3.100900993519928306e+03 5.750244587798205202e+02 9.684772693497711771e+02
3.100921427220106125e+03 5.750203017754646453e+02 9.684770254230322735e+02
3.100941860720049590e+03 5.750177841859193677e+02 9.684774195845402573e+02
3.100962294320110232e+03 5.750135186867670427e+02 9.684789090133978107e+02
3.100982728019822389e+03 5.750090423886914550e+02 9.684780688316138821e+02
3.101003161519765854e+03 5.750056918959359109e+02 9.684778244011514516e+02
3.101023595119826496e+03 5.750011603747902882e+02 9.684775650915286178e+02
3.101044028820004314e+03 5.749980339320617304e+02 9.684782794312004626e+02
3.101064462420064956e+03 5.749949253684964106e+02 9.684774848185335259e+02
3.101084895920008421e+03 5.749891598592067794e+02 9.684788193411864086e+02
3.101105329620186239e+03 5.749850154144447743e+02 9.684777911262048065e+02
3.101125763219781220e+03 5.749829216150087632e+02 9.684770966888962676e+02
3.101146196720190346e+03 5.749778696918450578e+02 9.684779150006611417e+02
3.101166630419902503e+03 5.749753143220070797e+02 9.684788443318735744e+02
3.101187063919845968e+03 5.749750633722654811e+02 9.684785086712390694e+02
3.101207497519906610e+03 5.749690694084846427e+02 9.684786392567780240e+02
3.101227931220084429e+03 5.749642854495098163e+02 9.684776551483665799e+02
3.101248364720027894e+03 5.749613664417970540e+02 9.684786570020572753e+02
3.101268798320088536e+03 5.749581652942428036e+02 9.684777867813315879e+02
3.101289232019800693e+03 5.749543725189450925e+02 9.684782030881730179e+02
3.101309665520209819e+03 5.749493453679232289e+02 9.684799958842468186e+02
3.101330099119804800e+03 5.749470524440683903e+02 9.684790406551846900e+02
3.101350532819982618e+03 5.750132414431355983e+02 9.684779771377162660e+02
3.101370966319926083e+03 5.750203394626055342e+02 9.684778593213854947e+02
3.101391399919986725e+03 5.750153559386029656e+02 9.684786228931526466e+02
3.101411833620164543e+03 5.750088229740549650e+02 9.684781739307097723e+02
3.101432267220225185e+03 5.750054527311231141e+02 9.684788202229193530e+02
3.101452700819820166e+03 5.749993475592043524e+02 9.684782766382444379e+02
3.101473134419880807e+03 5.749959965038141263e+02 9.684781304299179965e+02
3.101493568019941449e+03 5.749902506570884952e+02 9.684766926633205912e+02
3.101514001620002091e+03 5.749867823185892348e+02 9.684773343880186758e+02
3.101534435220062733e+03 5.749815756304479919e+02 9.684757028312681086e+02
3.101554868820123374e+03 5.749772262160635137e+02 9.684776881538488169e+02
3.101575302519835532e+03 5.749730043422649715e+02 9.684774458604027814e+02
3.101595736019778997e+03 5.750639498058104664e+02 9.684798459864121014e+02
3.101616169619839638e+03 5.750725238518308515e+02 9.684793519841507532e+02
3.101636603320017457e+03 5.750646253758234252e+02 9.684799445408206111e+02
3.101657036819960922e+03 5.750606607437326829e+02 9.684786045534973482e+02
3.101677470420021564e+03 5.750550952840795844e+02 9.684776648746898218e+02
3.101697904120199382e+03 5.750526643978063248e+02 9.684779598414106658e+02
3.101718337620142847e+03 5.750463626967170967e+02 9.684779852274350560e+02
3.101738771220203489e+03 5.750428713934654752e+02 9.684780259886722433e+02
3.101759204919915646e+03 5.750423149262614970e+02 9.684784987976894399e+02
3.101779638419859111e+03 5.750347531826777185e+02 9.684779242427356394e+02
3.101800072019919753e+03 5.750319037078096471e+02 9.684776212729310600e+02
3.101820505720097572e+03 5.750265621821851028e+02 9.684798729302223137e+02
3.101840939220041037e+03 5.750231894207843197e+02 9.684783438006058987e+02
3.101861372820101678e+03 5.750168434458787488e+02 9.684792061225772386e+02
3.101881806519813836e+03 5.750109778821423561e+02 9.684786820899240638e+02
3.101902240119874477e+03 5.750068288319001795e+02 9.684785652280871773e+02
3.101922673619817942e+03 5.750040468917197813e+02 9.684787407863509543e+02
3.101943107319995761e+03 5.749975371595990055e+02 9.684771860876776373e+02
3.101963540819939226e+03 5.749940097648939172e+02 9.684801302464182982e+02
3.101983974520117044e+03 5.749873714868489287e+02 9.684761108713248632e+02
3.102004408120177686e+03 5.749838001073997020e+02 9.684766630507972422e+02
3.102024841620121151e+03 5.749796266228717059e+02 9.684779587096367095e+02
3.102045275319833308e+03 5.750457084140347206e+02 9.685234106623220214e+02
3.102065708919893950e+03 5.750716195937474140e+02 9.685421805386808956e+02
3.102086142419837415e+03 5.795759490847508459e+02 9.726570603736628300e+02
3.102106576120015234e+03 5.750872217122599750e+02 9.684796473266516159e+02
3.102127009720075876e+03 5.750770042501546868e+02 9.684763582457539997e+02
3.102147443220019341e+03 5.750760483353832342e+02 9.684782451115589765e+02
3.102167876920197159e+03 5.750708290019144897e+02 9.684776386494048666e+02
3.102188310519792140e+03 5.750668322638878180e+02 9.684753114086244068e+02
3.102208744020201266e+03 5.750632092078473079e+02 9.684759563769895294e+02
3.102229177719913423e+03 5.750609521625015077e+02 9.684737911005503292e+02
3.102249611319974065e+03 5.750561737454117974e+02 9.684745603391795612e+02
3.102270044920034707e+03 5.750519751061301577e+02 9.684751061301703885e+02
3.102290478520095348e+03 5.750490383758333337e+02 9.684749178145467567e+02
3.102310912120155990e+03 5.750465243042884822e+02 9.684739933084376844e+02
3.102331345720216632e+03 5.750384055914835244e+02 9.684784755471803237e+02
3.102351779319811612e+03 5.750315130655097846e+02 9.684772469509827033e+02
3.102372212919872254e+03 5.750306284851675400e+02 9.684777732021249221e+02
3.102392646519932896e+03 5.750252997994564339e+02 9.684780673721146513e+02
3.102413080220110714e+03 5.750250077095012102e+02 9.684797341716171104e+02
3.102433513720054179e+03 5.750228348250625459e+02 9.684793565693901201e+02
3.102453947420231998e+03 5.750204983397203478e+02 9.684822342064236409e+02
3.102474381019826978e+03 5.750146037233756715e+02 9.684805079264888263e+02
3.102494814519770443e+03 5.750119717752473889e+02 9.684799554184920680e+02
