# detrended lc with Rbf (quintic, 100)
# t, f, x, y
3100.104083 0.999068 0.999737 0.999969
3100.144950 1.001156 0.999974 0.999971
3100.165384 1.001119 0.999968 0.999974
3100.185817 1.001086 0.999962 0.999971
3100.206251 1.001048 0.999955 0.999970
3100.226685 1.001002 0.999954 0.999970
3100.247118 1.001031 0.999946 0.999970
3100.267552 1.001029 0.999941 0.999970
3100.287986 0.991198 1.000051 1.000014
3100.308419 0.986117 1.000107 1.000037
3100.328853 0.988113 1.000075 1.000026
3100.349286 0.999583 0.999935 0.999974
3100.369720 1.000784 0.999902 0.999973
3100.390154 1.000846 0.999899 0.999972
3100.410587 1.000693 0.999894 0.999975
3100.431021 1.000661 0.999891 0.999976
3100.451454 1.000650 0.999885 0.999975
3100.471888 1.000656 0.999879 0.999974
3100.492321 1.000560 0.999875 0.999975
3100.512755 1.000484 0.999867 0.999973
3100.533189 1.000483 0.999864 0.999973
3100.553622 1.000245 0.999861 0.999973
3100.574056 1.000371 0.999855 0.999974
3100.594490 1.000295 0.999851 0.999972
3100.614923 1.000670 0.999930 0.999976
3100.635357 1.001042 0.999975 0.999976
3100.655790 1.001020 0.999964 0.999976
3100.676224 1.000821 0.999962 0.999976
3100.696658 1.000892 0.999954 0.999975
3100.717091 1.000948 0.999948 0.999976
3100.737525 1.000755 0.999947 0.999976
3100.757958 1.000816 0.999942 0.999975
3100.778392 1.000894 0.999933 0.999974
3100.798825 1.000720 0.999931 0.999975
3100.819259 1.000679 0.999920 0.999973
3100.839693 1.000885 0.999912 0.999974
3100.860126 1.000601 0.999907 0.999976
3100.880560 1.000659 0.999904 0.999974
3100.900994 1.000599 0.999897 0.999975
3100.921427 1.000614 0.999890 0.999975
3100.941861 1.000489 0.999885 0.999975
3100.962294 1.000439 0.999878 0.999977
3100.982728 1.000313 0.999870 0.999976
3101.003162 1.000531 0.999864 0.999975
3101.023595 1.000277 0.999856 0.999975
3101.044029 1.000159 0.999851 0.999976
3101.064462 1.000182 0.999846 0.999975
3101.084896 1.000091 0.999836 0.999976
3101.105330 1.000003 0.999828 0.999975
3101.125763 0.999996 0.999825 0.999975
3101.146197 0.999928 0.999816 0.999975
3101.166630 0.999802 0.999811 0.999976
3101.187064 0.999755 0.999811 0.999976
3101.207498 0.999694 0.999801 0.999976
3101.227931 0.999717 0.999792 0.999975
3101.248365 0.999428 0.999787 0.999976
3101.268798 0.999346 0.999782 0.999975
3101.289232 0.999193 0.999775 0.999976
3101.309666 0.999174 0.999766 0.999978
3101.330099 0.999130 0.999762 0.999977
3101.350533 1.000327 0.999877 0.999976
3101.370966 1.000534 0.999890 0.999975
3101.391400 1.000516 0.999881 0.999976
3101.411834 1.000351 0.999870 0.999976
3101.432267 1.000120 0.999864 0.999976
3101.452701 1.000102 0.999853 0.999976
3101.473134 1.000131 0.999847 0.999976
3101.493568 1.000138 0.999837 0.999974
3101.514002 0.999937 0.999831 0.999975
3101.534435 0.999928 0.999822 0.999973
3101.554869 0.999790 0.999815 0.999975
3101.575303 0.999780 0.999807 0.999975
3101.595736 1.000772 0.999966 0.999977
3101.616170 1.000923 0.999980 0.999977
3101.636603 1.000977 0.999967 0.999978
3101.657037 1.000975 0.999960 0.999976
3101.677470 1.000886 0.999950 0.999975
3101.697904 1.000884 0.999946 0.999976
3101.718338 1.000813 0.999935 0.999976
3101.738771 1.000811 0.999929 0.999976
3101.759205 1.000716 0.999928 0.999976
3101.779638 1.000757 0.999915 0.999976
3101.800072 1.000451 0.999910 0.999975
3101.820506 1.000497 0.999901 0.999978
3101.840939 1.000464 0.999895 0.999976
3101.861373 1.000422 0.999884 0.999977
3101.881807 1.000264 0.999873 0.999976
3101.902240 1.000290 0.999866 0.999976
3101.922674 1.000088 0.999861 0.999976
3101.943107 1.000140 0.999850 0.999975
3101.963541 0.999943 0.999844 0.999978
3101.983975 1.000108 0.999832 0.999974
3102.004408 0.999800 0.999826 0.999974
3102.024842 0.999527 0.999819 0.999976
3102.045275 0.988923 0.999934 1.000022
3102.065709 0.984588 0.999979 1.000042
3102.106576 1.000214 1.000006 0.999977
3102.127010 1.001059 0.999988 0.999974
3102.147443 1.001032 0.999987 0.999976
3102.167877 1.001019 0.999978 0.999975
3102.188311 1.001063 0.999971 0.999973
3102.208744 1.000922 0.999964 0.999973
3102.229178 1.000995 0.999960 0.999971
3102.249611 1.000964 0.999952 0.999972
3102.270045 1.000810 0.999945 0.999973
3102.290479 1.000879 0.999940 0.999972
3102.310912 1.000869 0.999935 0.999971
3102.331346 1.000528 0.999921 0.999976
3102.351779 1.000656 0.999909 0.999975
3102.372213 1.000724 0.999908 0.999975
3102.392647 1.000648 0.999898 0.999976
3102.413080 1.000540 0.999898 0.999977
3102.433514 1.000500 0.999894 0.999977
3102.453947 1.000454 0.999890 0.999980
3102.474381 1.000406 0.999880 0.999978
3102.494815 1.000295 0.999875 0.999978
3102.515248 1.000133 0.999873 0.999978
3102.535682 1.000222 0.999862 0.999977
3102.556115 1.000157 0.999858 0.999978
3102.576549 1.000043 0.999855 0.999978
3102.596983 0.999967 0.999855 0.999979
3102.617416 1.000030 0.999843 0.999978
3102.637850 0.999855 0.999840 0.999978
3102.658283 0.999888 0.999829 0.999977
3102.678717 0.999653 0.999825 0.999979
3102.699151 0.999603 0.999822 0.999980
3102.719584 0.999665 0.999816 0.999979
3102.740018 0.999629 0.999806 0.999980
3102.760451 0.999498 0.999804 0.999979
3102.780885 0.999394 0.999797 0.999980
3102.801319 0.999422 0.999792 0.999978
3102.821752 1.000313 0.999890 0.999978
3102.842186 1.000448 0.999897 0.999979
3102.862619 1.000402 0.999887 0.999978
3102.883053 1.000318 0.999881 0.999978
3102.903487 1.000294 0.999873 0.999978
3102.923920 1.000215 0.999867 0.999979
3102.944354 1.000134 0.999865 0.999980
3102.964787 1.000129 0.999859 0.999980
3102.985221 0.999879 0.999853 0.999980
3103.005655 0.999944 0.999844 0.999980
3103.026088 0.999810 0.999837 0.999980
3103.046522 0.999834 0.999832 0.999979
3103.066955 1.000590 0.999962 0.999980
3103.087389 1.000915 0.999970 0.999978
3103.107823 1.000910 0.999959 0.999978
3103.128256 1.000858 0.999953 0.999978
3103.148690 1.000873 0.999947 0.999979
3103.169124 1.000745 0.999946 0.999979
3103.189557 1.000692 0.999936 0.999980
3103.209991 1.000898 0.999928 0.999977
3103.230424 1.000763 0.999923 0.999978
3103.250858 1.000727 0.999915 0.999978
3103.271291 1.000681 0.999906 0.999979
3103.291725 1.000611 0.999903 0.999978
3103.312159 1.000474 0.999895 0.999980
3103.332592 1.000446 0.999888 0.999979
3103.353026 1.000425 0.999880 0.999980
3103.373460 1.000470 0.999874 0.999980
3103.393893 1.000321 0.999867 0.999980
3103.414327 1.000221 0.999860 0.999980
3103.434760 1.000076 0.999858 0.999981
3103.455194 1.000143 0.999846 0.999980
3103.475628 1.000041 0.999842 0.999980
3103.496061 0.999844 0.999833 0.999981
3103.516495 0.999949 0.999823 0.999981
3103.536928 0.999725 0.999822 0.999981
3103.557362 1.000879 0.999960 0.999980
3103.577796 1.001154 0.999989 0.999979
3103.598229 1.001204 0.999980 0.999979
3103.618663 1.000995 0.999974 0.999981
3103.639096 1.001054 0.999959 0.999978
3103.659530 1.000955 0.999954 0.999979
3103.679964 1.000957 0.999950 0.999979
3103.700397 1.001015 0.999942 0.999979
3103.720831 1.000890 0.999934 0.999980
3103.741264 1.000833 0.999924 0.999979
3103.761698 1.000730 0.999922 0.999980
3103.782132 1.000017 0.999915 0.999983
3103.802565 0.988690 1.000042 1.000034
3103.822999 0.985731 1.000064 1.000047
3103.843432 0.989219 1.000020 1.000031
3103.863866 0.999954 0.999885 0.999982
3103.884300 1.000258 0.999874 0.999984
3103.904733 1.000258 0.999866 0.999982
3103.925167 1.000195 0.999859 0.999983
3103.945600 1.000021 0.999853 0.999983
3103.966034 0.999980 0.999845 0.999983
3103.986468 0.999951 0.999839 0.999983
3104.006901 0.999811 0.999831 0.999984
3104.027335 0.999817 0.999826 0.999982
3104.068202 1.001178 0.999961 0.999975
3104.088636 1.000892 0.999965 0.999979
3104.109069 1.000964 0.999954 0.999978
3104.129503 1.001044 0.999950 0.999976
3104.149936 1.001041 0.999951 0.999979
3104.170370 1.000964 0.999937 0.999977
3104.190804 1.000951 0.999931 0.999976
3104.211237 1.000942 0.999922 0.999977
3104.231671 1.000833 0.999917 0.999977
3104.252104 1.000698 0.999910 0.999979
3104.272538 1.000605 0.999907 0.999980
3104.292972 1.000474 0.999896 0.999982
3104.313405 1.000509 0.999891 0.999982
3104.333839 1.000434 0.999885 0.999980
3104.354272 1.000411 0.999879 0.999982
3104.374706 1.000383 0.999874 0.999982
3104.395140 1.000069 0.999874 0.999986
3104.415573 1.000159 0.999863 0.999985
3104.436007 1.000083 0.999854 0.999985
3104.456440 1.000005 0.999853 0.999985
3104.476874 0.999916 0.999843 0.999984
3104.497308 0.999813 0.999840 0.999984
3104.517741 0.999688 0.999832 0.999984
3104.538175 1.000603 0.999933 0.999981
3104.558608 1.000781 0.999943 0.999982
3104.579042 1.000758 0.999936 0.999981
3104.599476 1.000529 0.999934 0.999982
3104.619909 1.000682 0.999926 0.999981
3104.640343 1.000550 0.999920 0.999981
3104.660777 1.000641 0.999912 0.999982
3104.681210 1.000488 0.999911 0.999983
3104.701644 1.000446 0.999904 0.999983
3104.722077 1.000444 0.999898 0.999983
3104.742511 1.000412 0.999893 0.999982
3104.762945 1.000104 0.999893 0.999984
3104.783378 1.000270 0.999884 0.999984
3104.803812 1.000261 0.999879 0.999984
3104.824245 1.000140 0.999875 0.999984
3104.844679 1.000142 0.999870 0.999984
3104.865112 1.000016 0.999864 0.999985
3104.885546 1.000132 0.999858 0.999984
3104.905980 1.000025 0.999856 0.999985
3104.926413 1.000018 0.999852 0.999986
3104.946847 0.999939 0.999844 0.999985
3104.967280 0.999877 0.999840 0.999985
3104.987714 0.999824 0.999835 0.999985
3105.008148 0.999755 0.999829 0.999985
3105.028581 1.000850 0.999960 0.999983
3105.049015 1.001186 0.999969 0.999981
3105.069449 1.001040 0.999964 0.999981
3105.089882 1.000978 0.999959 0.999983
3105.110316 1.000942 0.999954 0.999982
3105.130749 1.001065 0.999944 0.999981
3105.151183 1.000925 0.999941 0.999982
3105.171617 1.000828 0.999931 0.999982
3105.192050 1.000873 0.999923 0.999981
3105.212484 1.000790 0.999916 0.999982
3105.232917 1.000788 0.999913 0.999982
3105.253351 1.000632 0.999906 0.999983
3105.273785 1.000701 0.999902 0.999983
3105.294218 1.000622 0.999895 0.999983
3105.314652 1.000549 0.999889 0.999984
3105.335085 1.000354 0.999885 0.999985
3105.355519 1.000403 0.999877 0.999985
3105.375953 1.000283 0.999872 0.999985
3105.396386 1.000304 0.999863 0.999985
3105.416820 1.000142 0.999859 0.999986
3105.437253 1.000119 0.999851 0.999985
3105.457687 1.000018 0.999846 0.999985
3105.478121 1.000095 0.999836 0.999984
3105.498554 0.999934 0.999831 0.999985
3105.518988 1.000573 0.999908 0.999984
3105.539421 1.000117 0.999977 0.999986
3105.559855 0.988904 1.000098 1.000035
3105.580289 0.986064 1.000121 1.000048
3105.600722 0.990654 1.000056 1.000028
3105.621156 1.000743 0.999927 0.999983
3105.641589 1.000888 0.999918 0.999983
3105.662023 1.000752 0.999911 0.999983
3105.682457 1.000403 0.999909 0.999985
3105.702890 1.000483 0.999898 0.999984
3105.723324 1.000394 0.999887 0.999985
3105.743757 1.000339 0.999881 0.999985
3105.764191 1.000401 0.999870 0.999984
3105.784625 1.000241 0.999865 0.999984
3105.805058 1.000251 0.999853 0.999983
3105.825492 1.000180 0.999844 0.999983
3105.845925 0.999968 0.999843 0.999986
3105.866359 1.000071 0.999830 0.999984
3105.886793 0.999881 0.999827 0.999985
3105.907226 0.999741 0.999823 0.999986
3105.927660 0.999676 0.999815 0.999987
3105.948093 0.999561 0.999810 0.999988
3105.968527 0.999493 0.999805 0.999988
3105.988961 0.999545 0.999795 0.999987
3106.029828 1.001046 0.999966 0.999982
3106.050262 1.000939 0.999955 0.999981
3106.070695 1.000999 0.999952 0.999981
3106.091129 1.001013 0.999950 0.999981
3106.111562 1.000928 0.999940 0.999981
3106.131996 1.000794 0.999937 0.999982
3106.152429 1.000914 0.999931 0.999981
3106.172863 1.001482 0.999918 0.999978
3106.193297 1.000652 0.999921 0.999983
3106.213730 1.000661 0.999913 0.999983
3106.234164 1.000603 0.999910 0.999982
3106.254598 1.000566 0.999908 0.999982
3106.275031 1.000466 0.999905 0.999984
3106.295465 1.000497 0.999903 0.999985
3106.315898 1.000341 0.999900 0.999987
3106.336332 1.000329 0.999893 0.999986
3106.356766 1.000315 0.999888 0.999986
3106.377199 1.000185 0.999884 0.999987
3106.397633 1.000193 0.999878 0.999986
3106.418066 0.999995 0.999872 0.999986
3106.438500 1.000071 0.999867 0.999986
3106.458934 0.999902 0.999862 0.999986
3106.479367 0.999953 0.999857 0.999987
3106.499801 1.000667 0.999955 0.999983
3106.520234 1.000918 0.999960 0.999983
3106.540668 1.000834 0.999956 0.999982
3106.561102 1.000804 0.999950 0.999982
3106.581535 1.000765 0.999947 0.999984
3106.601969 1.000736 0.999944 0.999985
3106.622402 1.000736 0.999935 0.999983
3106.642836 1.000685 0.999929 0.999983
3106.663270 1.000623 0.999925 0.999983
3106.683703 1.000676 0.999917 0.999983
3106.704137 1.000387 0.999919 0.999985
3106.724570 1.000518 0.999909 0.999984
3106.745004 1.000409 0.999900 0.999985
3106.765438 1.000282 0.999897 0.999985
3106.785871 1.000305 0.999887 0.999984
3106.806305 1.000204 0.999883 0.999986
3106.826738 1.000198 0.999882 0.999987
3106.847172 1.000033 0.999873 0.999987
3106.867606 0.999976 0.999865 0.999986
3106.888039 0.999902 0.999860 0.999986
3106.908473 0.999925 0.999849 0.999985
3106.928906 0.999653 0.999846 0.999986
3106.949340 0.999755 0.999835 0.999985
3106.969774 0.999658 0.999828 0.999986
3106.990207 1.000740 0.999955 0.999984
3107.010641 1.000929 0.999972 0.999985
3107.031074 1.001089 0.999961 0.999983
3107.051508 1.000927 0.999955 0.999984
3107.071942 1.001010 0.999945 0.999983
3107.092375 1.000792 0.999942 0.999983
3107.112809 1.000777 0.999931 0.999984
3107.133242 1.000699 0.999927 0.999985
3107.153676 1.000674 0.999925 0.999985
3107.174110 1.000651 0.999917 0.999984
3107.194543 1.000623 0.999913 0.999984
3107.214977 1.000713 0.999914 0.999984
3107.235410 1.000636 0.999906 0.999984
3107.255844 1.000479 0.999907 0.999985
3107.276278 1.000440 0.999901 0.999985
3107.296711 0.998742 0.999910 0.999993
3107.317145 0.987186 1.000035 1.000044
3107.337579 0.985268 1.000047 1.000052
3107.358012 0.990910 0.999965 1.000025
3107.378446 0.999927 0.999849 0.999985
3107.398879 0.999903 0.999837 0.999986
3107.419313 0.999657 0.999829 0.999987
3107.439746 0.999562 0.999819 0.999988
3107.460180 0.999392 0.999809 0.999990
3107.480614 1.000774 1.000026 0.999986
3107.501047 1.001306 1.000025 0.999984
3107.521481 1.001216 1.000010 0.999985
3107.541915 1.001286 1.000006 0.999985
3107.562348 1.001255 0.999999 0.999984
3107.582782 1.001211 0.999988 0.999984
3107.603215 1.001019 0.999983 0.999985
3107.623649 1.001028 0.999971 0.999983
3107.644083 1.000961 0.999966 0.999984
3107.664516 1.000843 0.999959 0.999985
3107.684950 1.001025 0.999944 0.999984
3107.705383 1.000922 0.999935 0.999983
3107.725817 1.000733 0.999931 0.999986
3107.746251 1.000743 0.999915 0.999984
3107.766684 1.000420 0.999919 0.999989
3107.787118 1.000467 0.999908 0.999987
3107.807551 1.000398 0.999899 0.999986
3107.827985 1.000256 0.999889 0.999986
3107.848419 1.000221 0.999884 0.999987
3107.868852 1.000142 0.999874 0.999986
3107.889286 1.000082 0.999868 0.999986
3107.909719 1.000022 0.999859 0.999985
3107.930153 0.999938 0.999856 0.999987
3107.950587 0.999744 0.999848 0.999985
3107.991454 1.000701 0.999925 0.999985
3108.011887 1.000674 0.999919 0.999989
3108.032321 1.000600 0.999909 0.999985
3108.052755 1.000483 0.999909 0.999986
3108.073188 1.000328 0.999902 0.999987
3108.093622 1.000294 0.999900 0.999988
3108.114055 1.000316 0.999896 0.999988
3108.134489 1.000332 0.999886 0.999988
3108.154923 1.000461 0.999882 0.999987
3108.175356 1.000096 0.999879 0.999987
3108.195790 1.000036 0.999876 0.999988
3108.216223 1.000049 0.999906 0.999987
3108.236657 1.000942 0.999975 0.999987
3108.257091 1.000985 0.999964 0.999984
3108.277524 1.000825 0.999963 0.999987
3108.297958 1.000904 0.999955 0.999985
3108.318391 1.000788 0.999941 0.999985
3108.338825 1.000694 0.999935 0.999985
3108.359259 1.000679 0.999929 0.999985
3108.379692 1.000465 0.999928 0.999987
3108.400126 1.000508 0.999924 0.999986
3108.420559 1.000436 0.999914 0.999985
3108.440993 1.000441 0.999904 0.999987
3108.461427 1.000397 0.999898 0.999986
3108.481860 1.000273 0.999893 0.999985
3108.502294 1.000227 0.999890 0.999985
3108.522728 1.000239 0.999884 0.999987
3108.543161 1.000077 0.999881 0.999986
3108.563595 1.000014 0.999872 0.999987
3108.584028 1.000023 0.999869 0.999985
3108.604462 0.999995 0.999865 0.999985
3108.624896 0.999940 0.999857 0.999986
3108.645329 0.999723 0.999852 0.999986
3108.665763 0.999693 0.999847 0.999986
3108.686196 0.999582 0.999837 0.999986
3108.706630 1.000727 0.999959 0.999985
3108.727063 1.001026 0.999967 0.999985
3108.747497 1.001011 0.999958 0.999986
3108.767931 1.000777 0.999957 0.999987
3108.788364 1.001064 0.999943 0.999984
3108.808798 1.000660 0.999940 0.999987
3108.829232 1.000488 0.999936 0.999988
3108.849665 1.000626 0.999925 0.999986
3108.870099 1.000551 0.999922 0.999986
3108.890532 1.000535 0.999912 0.999986
3108.910966 1.000418 0.999908 0.999986
3108.931400 1.000441 0.999906 0.999987
3108.951833 1.000532 0.999899 0.999986
3108.972267 1.000205 0.999896 0.999987
3108.992700 1.000273 0.999891 0.999987
3109.013134 1.000110 0.999885 0.999986
3109.033568 1.000095 0.999877 0.999986
3109.054001 0.997562 0.999899 0.999998
3109.074435 0.986273 1.000028 1.000048
3109.094868 0.985039 1.000042 1.000052
3109.115302 0.991854 0.999950 1.000023
3109.135736 0.999659 0.999849 0.999987
3109.156169 0.999641 0.999842 0.999987
3109.176603 0.999697 0.999834 0.999986
3109.197036 1.000964 0.999984 0.999987
3109.217470 1.001227 1.000000 0.999986
3109.237904 1.001235 0.999991 0.999986
3109.258337 1.001036 0.999985 0.999986
3109.278771 1.001017 0.999973 0.999985
3109.299204 1.000869 0.999970 0.999986
3109.319638 1.000904 0.999964 0.999988
3109.340072 1.000963 0.999955 0.999986
3109.360505 1.000881 0.999952 0.999986
3109.380939 1.000793 0.999947 0.999987
3109.401372 1.000623 0.999943 0.999988
3109.421806 1.000548 0.999938 0.999986
3109.442240 1.000578 0.999933 0.999988
3109.462673 1.000466 0.999924 0.999987
3109.483107 1.000357 0.999921 0.999989
3109.503540 1.000296 0.999914 0.999987
3109.523974 1.000150 0.999915 0.999988
3109.544408 1.000149 0.999905 0.999988
3109.564841 1.000057 0.999896 0.999988
3109.585275 1.000138 0.999895 0.999988
3109.605708 1.000097 0.999887 0.999987
3109.626142 0.999873 0.999885 0.999988
3109.646576 0.999908 0.999878 0.999987
3109.667009 0.999966 0.999869 0.999986
3109.687443 1.001109 1.000045 0.999988
3109.707876 1.001388 1.000059 0.999989
3109.728310 1.001277 1.000053 0.999989
3109.748744 1.001073 1.000051 0.999991
3109.769177 1.001253 1.000037 0.999989
3109.789611 1.001147 1.000031 0.999989
3109.810045 1.001136 1.000022 0.999988
3109.830478 1.001145 1.000016 0.999986
3109.850912 1.000955 1.000013 0.999988
3109.871345 1.001022 1.000002 0.999987
3109.891779 1.001081 0.999995 0.999987
3109.912213 1.000915 0.999991 0.999988
3109.953080 1.000540 0.999976 0.999987
3109.973513 1.000702 0.999946 0.999987
3109.993947 1.000468 0.999945 0.999988
3110.014381 1.000584 0.999948 0.999989
3110.034814 1.000406 0.999936 0.999990
3110.055248 1.000451 0.999931 0.999988
3110.075681 1.000445 0.999924 0.999989
3110.096115 1.000484 0.999923 0.999988
3110.116549 1.000277 0.999921 0.999988
3110.136982 1.000343 0.999913 0.999987
3110.157416 1.000086 0.999910 0.999990
3110.177849 1.000092 0.999914 0.999988
3110.198283 1.000091 0.999908 0.999989
3110.218717 0.999921 0.999904 0.999987
3110.239150 0.999998 0.999897 0.999989
3110.259584 1.000082 0.999893 0.999988
3110.280017 0.999979 0.999891 0.999989
3110.300451 0.999904 0.999885 0.999990
3110.320885 0.999820 0.999878 0.999988
3110.341318 0.999803 0.999871 0.999988
3110.361752 0.999641 0.999864 0.999988
3110.382185 0.999503 0.999864 0.999989
3110.402619 0.999529 0.999860 0.999988
3110.423053 1.000662 0.999970 0.999989
3110.443486 1.000963 0.999983 0.999988
3110.463920 1.000816 0.999973 0.999989
3110.484353 1.000782 0.999971 0.999988
3110.504787 1.000787 0.999962 0.999988
3110.525221 1.000819 0.999959 0.999988
3110.545654 1.000617 0.999957 0.999992
3110.566088 1.000625 0.999950 0.999989
3110.586521 1.000653 0.999946 0.999989
3110.606955 1.000485 0.999936 0.999988
3110.627389 1.000587 0.999934 0.999989
3110.647822 1.000297 0.999935 0.999990
3110.668256 1.000459 0.999925 0.999989
3110.688689 1.000306 0.999924 0.999990
3110.709123 1.000268 0.999920 0.999989
3110.729557 1.000323 0.999911 0.999989
3110.749990 1.000301 0.999910 0.999989
3110.770424 1.000154 0.999908 0.999991
3110.790857 1.000178 0.999901 0.999988
3110.811291 0.996638 0.999939 1.000004
3110.831725 0.986039 1.000059 1.000051
3110.852158 0.985242 1.000069 1.000055
3110.872592 0.993078 0.999970 1.000019
3110.893025 0.999873 0.999885 0.999988
3110.913459 1.000794 1.000008 0.999990
3110.933893 1.001156 1.000017 0.999990
3110.954326 1.001278 1.000009 0.999990
3110.974760 1.001237 1.000003 0.999990
3110.995193 1.001205 0.999994 0.999989
3111.015627 1.001080 0.999995 0.999990
3111.036061 1.001086 0.999985 0.999989
3111.056494 1.001046 0.999983 0.999990
3111.076928 1.000987 0.999982 0.999991
3111.097362 1.000854 0.999975 0.999990
3111.117795 1.000816 0.999972 0.999990
3111.138229 1.000792 0.999968 0.999991
3111.158662 1.000790 0.999961 0.999990
3111.179096 1.000670 0.999953 0.999990
3111.199530 1.000740 0.999946 0.999990
3111.219963 1.000577 0.999947 0.999992
3111.240397 1.000611 0.999946 0.999992
3111.260830 1.000584 0.999936 0.999990
3111.281264 1.000427 0.999934 0.999991
3111.301697 1.000473 0.999923 0.999990
3111.322131 1.000182 0.999922 0.999992
3111.342565 1.000357 0.999920 0.999991
3111.362998 1.000332 0.999914 0.999990
3111.383432 1.000102 0.999916 0.999991
3111.403866 1.000202 0.999907 0.999990
3111.424299 1.000109 0.999907 0.999990
3111.444733 0.999924 0.999901 0.999990
3111.465166 1.000045 0.999894 0.999991
3111.485600 0.999934 0.999892 0.999991
3111.506034 0.999781 0.999884 0.999990
3111.526467 0.999603 0.999884 0.999990
3111.546901 0.999535 0.999880 0.999990
3111.567334 0.999807 0.999871 0.999988
3111.587768 0.999541 0.999868 0.999990
3111.608202 0.999590 0.999862 0.999990
3111.628635 0.999518 0.999857 0.999989
3111.649069 1.000819 1.000005 0.999992
3111.669502 1.001110 1.000016 0.999993
3111.689936 1.000982 1.000014 0.999993
3111.710370 1.001053 1.000006 0.999992
3111.730803 1.000766 1.000002 0.999993
3111.751237 1.000919 0.999996 0.999994
3111.771670 1.000863 0.999985 0.999992
3111.792104 1.000801 0.999980 0.999991
3111.812538 1.000702 0.999979 0.999993
3111.832971 1.000653 0.999970 0.999993
3111.853405 1.000741 0.999967 0.999991
3111.873838 1.000592 0.999959 0.999991
3111.914706 1.000855 0.999971 0.999992
3111.935139 1.000634 0.999966 0.999993
3111.955573 1.000547 0.999976 0.999997
3111.976006 1.000796 0.999963 0.999994
3111.996440 1.000612 0.999968 0.999994
3112.016874 1.000610 0.999961 0.999992
3112.037307 1.000582 0.999955 0.999992
3112.057741 1.000495 0.999949 0.999993
3112.078175 1.000455 0.999944 0.999993
3112.098608 1.000349 0.999943 0.999994
3112.119042 1.000279 0.999936 0.999992
3112.139475 1.000303 0.999940 0.999992
3112.159909 1.000270 0.999937 0.999992
3112.180342 1.000428 0.999933 0.999992
3112.200776 1.000233 0.999929 0.999992
3112.221210 1.000345 0.999927 0.999995
3112.241643 1.000324 0.999923 0.999991
3112.262077 1.000107 0.999920 0.999992
3112.282510 1.000110 0.999912 0.999991
3112.302944 0.999926 0.999909 0.999989
3112.323378 0.999931 0.999905 0.999988
3112.343811 0.999964 0.999900 0.999988
3112.364245 0.999831 0.999899 0.999990
3112.384678 1.000744 1.000002 0.999994
3112.405112 1.000988 1.000010 0.999994
3112.425546 1.000986 1.000002 0.999992
3112.445979 1.000941 0.999996 0.999993
3112.466413 1.000837 0.999999 0.999994
3112.486847 1.000845 0.999992 0.999994
3112.507280 1.000692 0.999990 0.999995
3112.527714 1.000726 0.999988 0.999995
3112.548147 1.000667 0.999980 0.999995
3112.568581 0.996205 1.000031 1.000015
3112.589014 0.986324 1.000144 1.000060
3112.609448 0.986032 1.000141 1.000060
3112.629882 0.994779 1.000030 1.000018
3112.650315 1.000480 0.999957 0.999994
3112.670749 1.000413 0.999956 0.999996
3112.691183 1.000419 0.999949 0.999995
3112.711616 1.000301 0.999946 0.999994
3112.732050 1.000347 0.999940 0.999994
3112.752483 1.000248 0.999932 0.999993
3112.772917 1.000217 0.999931 0.999993
3112.793351 1.000040 0.999924 0.999993
3112.813784 0.999040 0.999942 1.000000
3112.834218 0.999978 0.999917 0.999991
3112.854651 0.999989 0.999915 0.999992
3112.875085 1.000819 1.000033 0.999998
3112.895519 1.001155 1.000044 0.999998
3112.915952 1.001075 1.000033 0.999997
3112.936386 1.001014 1.000030 0.999997
3112.956819 1.001137 1.000023 0.999996
3112.977253 1.001082 1.000021 0.999996
3112.997687 1.001036 1.000017 0.999996
3113.018120 1.000935 1.000010 0.999995
3113.038554 1.000902 1.000011 0.999996
3113.058987 1.000855 1.000003 0.999996
3113.079421 1.000845 0.999998 0.999995
3113.099855 1.000737 0.999990 0.999996
3113.120288 1.000820 0.999990 0.999995
3113.140722 1.000736 0.999988 0.999996
3113.161155 1.000649 0.999981 0.999995
3113.181589 1.000596 0.999978 0.999994
3113.202023 1.000580 0.999973 0.999995
3113.222456 1.000558 0.999966 0.999995
3113.242890 1.000619 0.999963 0.999996
3113.263323 1.000589 0.999958 0.999994
3113.283757 1.000401 0.999956 0.999995
3113.304191 1.000322 0.999948 0.999995
3113.324624 1.000294 0.999946 0.999994
3113.345058 1.000259 0.999943 0.999993
3113.365491 1.000164 0.999941 0.999995
3113.385925 1.000055 0.999938 0.999995
3113.406359 1.000074 0.999930 0.999994
3113.426792 0.999851 0.999926 0.999992
3113.447226 0.999678 0.999917 0.999994
3113.467660 0.999740 0.999914 0.999993
3113.488093 0.999726 0.999908 0.999993
3113.508527 0.999804 0.999897 0.999991
3113.528960 0.999476 0.999895 0.999993
3113.549394 0.999428 0.999887 0.999993
3113.569827 0.999344 0.999882 0.999993
3113.590261 0.999338 0.999877 0.999993
3113.610695 1.000537 0.999995 0.999996
3113.631128 1.000736 1.000006 0.999996
3113.651562 1.000722 1.000001 0.999997
3113.671995 1.000664 0.999991 0.999997
3113.692429 1.000638 0.999992 0.999996
3113.712863 1.000477 0.999982 0.999997
3113.733296 1.000337 0.999975 0.999997
3113.753730 1.000324 0.999971 0.999998
3113.774164 1.000385 0.999964 0.999996
3113.794597 1.000287 0.999958 0.999996
3113.815031 1.000483 0.999951 0.999996
