# detrended lc with Rbf (quintic, 100)
# t, f, x, y
3086.372702 1.000881 0.999923 0.999967
3086.413569 1.000351 0.999817 0.999959
3086.434003 1.000427 0.999810 0.999959
3086.454436 1.000324 0.999812 0.999961
3086.474870 1.000421 0.999810 0.999960
3086.495304 1.000502 0.999811 0.999960
3086.515737 1.000407 0.999808 0.999958
3086.536171 1.000269 0.999806 0.999957
3086.556604 1.000371 0.999803 0.999959
3086.577038 1.000305 0.999798 0.999958
3086.597472 1.000430 0.999794 0.999957
3086.617905 1.000316 0.999794 0.999959
3086.638339 1.000305 0.999793 0.999957
3086.658772 1.000413 0.999788 0.999956
3086.679206 1.000290 0.999790 0.999957
3086.699640 1.000326 0.999789 0.999956
3086.720073 1.000306 0.999790 0.999956
3086.740507 1.000358 0.999788 0.999957
3086.760941 1.000386 0.999787 0.999955
3086.781374 1.000276 0.999784 0.999957
3086.801808 1.000325 0.999783 0.999956
3086.822241 1.000271 0.999781 0.999956
3086.842675 1.000263 0.999777 0.999955
3086.863108 1.000219 0.999776 0.999957
3086.883542 1.000289 0.999773 0.999954
3086.903976 1.000230 0.999770 0.999955
3086.924409 1.000229 0.999769 0.999953
3086.944843 1.000221 0.999767 0.999954
3086.965277 1.000164 0.999764 0.999954
3086.985710 1.000085 0.999762 0.999954
3087.006144 1.000074 0.999758 0.999955
3087.026577 1.000176 0.999757 0.999954
3087.047011 1.000177 0.999754 0.999954
3087.067445 1.000164 0.999752 0.999953
3087.087878 1.000169 0.999753 0.999953
3087.108312 1.000136 0.999751 0.999954
3087.128745 1.000495 0.999838 0.999964
3087.149179 1.000625 0.999848 0.999966
3087.169613 1.000668 0.999840 0.999965
3087.190046 1.000568 0.999841 0.999965
3087.210480 1.000581 0.999837 0.999965
3087.230913 1.000592 0.999837 0.999964
3087.251347 1.000616 0.999836 0.999964
3087.271781 1.000549 0.999833 0.999965
3087.292214 1.000644 0.999827 0.999963
3087.312648 1.000501 0.999831 0.999964
3087.333081 1.000491 0.999829 0.999965
3087.353515 1.000455 0.999826 0.999964
3087.373949 1.000604 0.999820 0.999963
3087.394382 1.000530 0.999823 0.999964
3087.414816 1.000456 0.999822 0.999964
3087.435249 1.000452 0.999820 0.999964
3087.455683 1.000595 0.999820 0.999964
3087.476117 1.000458 0.999817 0.999964
3087.496550 1.000529 0.999814 0.999964
3087.516984 1.000526 0.999812 0.999963
3087.537417 1.000398 0.999813 0.999964
3087.557851 1.000622 0.999802 0.999961
3087.578285 1.000437 0.999802 0.999962
3087.598718 1.000406 0.999799 0.999962
3087.619152 1.000367 0.999799 0.999963
3087.639585 1.000381 0.999798 0.999962
3087.660019 1.000357 0.999792 0.999961
3087.680453 1.000484 0.999788 0.999961
3087.700886 1.000374 0.999788 0.999961
3087.721320 1.000325 0.999790 0.999961
3087.741753 1.000370 0.999783 0.999961
3087.762187 1.000352 0.999778 0.999961
3087.782621 1.000278 0.999776 0.999962
3087.803054 1.000328 0.999774 0.999960
3087.823488 1.000350 0.999772 0.999960
3087.843921 1.000336 0.999768 0.999961
3087.864355 1.000215 0.999769 0.999961
3087.884789 1.000355 0.999763 0.999960
3087.905222 1.000229 0.999763 0.999960
3087.925656 1.000072 0.999765 0.999960
3087.946089 1.000104 0.999758 0.999961
3087.966523 1.000098 0.999753 0.999961
3087.986957 0.997840 0.999781 0.999971
3088.007390 0.986442 0.999912 1.000021
3088.027824 0.985289 0.999920 1.000025
3088.048257 0.991858 0.999839 0.999996
3088.068691 1.000052 0.999737 0.999961
3088.089125 0.999793 0.999742 0.999962
3088.109558 1.000704 0.999935 0.999973
3088.129992 1.001061 0.999957 0.999973
3088.150425 1.001029 0.999952 0.999971
3088.170859 1.000972 0.999948 0.999972
3088.191293 1.000943 0.999942 0.999971
3088.211726 1.001069 0.999937 0.999971
3088.232160 1.000924 0.999935 0.999971
3088.252594 1.001026 0.999927 0.999970
3088.273027 1.000926 0.999927 0.999970
3088.293461 1.000880 0.999928 0.999970
3088.313894 1.000834 0.999921 0.999970
3088.334328 1.001066 0.999916 0.999969
3088.375195 1.000535 0.999856 0.999965
3088.395629 1.000764 0.999869 0.999967
3088.416062 1.000731 0.999864 0.999967
3088.436496 1.000619 0.999864 0.999967
3088.456930 1.000591 0.999861 0.999967
3088.477363 1.000664 0.999860 0.999966
3088.497797 1.000719 0.999852 0.999965
3088.518230 1.000646 0.999850 0.999965
3088.538664 1.000634 0.999848 0.999965
3088.559098 1.000417 0.999849 0.999967
3088.579531 1.000530 0.999845 0.999965
3088.599965 1.000655 0.999851 0.999962
3088.620398 1.000583 0.999848 0.999962
3088.640832 1.000666 0.999846 0.999961
3088.661266 1.000608 0.999846 0.999963
3088.681699 1.000503 0.999844 0.999964
3088.702133 1.000601 0.999841 0.999962
3088.722566 1.000445 0.999838 0.999960
3088.743000 1.000548 0.999835 0.999960
3088.763434 1.000500 0.999833 0.999960
3088.783867 1.000445 0.999830 0.999960
3088.804301 1.000542 0.999826 0.999960
3088.824734 1.000484 0.999823 0.999960
3088.845168 1.000409 0.999821 0.999961
3088.865602 1.000330 0.999816 0.999960
3088.886035 1.000398 0.999813 0.999959
3088.906469 1.000481 0.999809 0.999958
3088.926902 1.000323 0.999809 0.999960
3088.947336 1.000233 0.999806 0.999959
3088.967770 1.000291 0.999801 0.999960
3088.988203 1.000355 0.999799 0.999959
3089.008637 1.000263 0.999797 0.999958
3089.029070 1.000236 0.999793 0.999956
3089.049504 1.000240 0.999788 0.999956
3089.069938 1.000245 0.999783 0.999955
3089.090371 0.995612 0.999803 0.999973
3089.110805 1.000696 0.999884 0.999964
3089.131238 1.000745 0.999884 0.999963
3089.151672 1.000687 0.999878 0.999964
3089.172106 1.000599 0.999873 0.999965
3089.192539 1.000735 0.999867 0.999962
3089.212973 1.000571 0.999865 0.999965
3089.233406 1.000690 0.999859 0.999964
3089.253840 1.000625 0.999856 0.999964
3089.274274 1.000671 0.999853 0.999963
3089.294707 1.000589 0.999847 0.999964
3089.315141 1.000430 0.999845 0.999964
3089.335574 1.000667 0.999836 0.999961
3089.356008 1.000566 0.999832 0.999962
3089.376442 1.000741 0.999828 0.999961
3089.396875 1.000547 0.999829 0.999962
3089.417309 1.000622 0.999822 0.999960
3089.437742 1.000521 0.999821 0.999960
3089.458176 1.000632 0.999815 0.999959
3089.478610 1.000472 0.999816 0.999960
3089.499043 1.000453 0.999816 0.999961
3089.519477 1.000446 0.999812 0.999960
3089.539910 1.000465 0.999805 0.999960
3089.560344 1.000387 0.999798 0.999960
3089.580778 1.000421 0.999800 0.999958
3089.601211 1.000428 0.999789 0.999958
3089.621645 1.000358 0.999786 0.999957
3089.642078 1.000261 0.999782 0.999957
3089.662512 1.000262 0.999779 0.999958
3089.682946 1.000229 0.999775 0.999958
3089.703379 1.000136 0.999771 0.999958
3089.723813 1.000084 0.999770 0.999956
3089.744247 0.996897 0.999801 0.999970
3089.764680 0.986216 0.999921 1.000017
3089.785114 0.985262 0.999924 1.000021
3089.805547 0.992767 0.999830 0.999988
3089.825981 1.000684 0.999890 0.999965
3089.846415 1.000857 0.999909 0.999967
3089.866848 1.000935 0.999903 0.999966
3089.887282 1.000893 0.999900 0.999966
3089.907715 1.000945 0.999892 0.999965
3089.928149 1.000795 0.999890 0.999965
3089.948582 1.000807 0.999885 0.999965
3089.969016 1.000791 0.999880 0.999966
3089.989450 1.000775 0.999874 0.999965
3090.009883 1.000603 0.999873 0.999964
3090.030317 1.000655 0.999868 0.999964
3090.050751 1.000728 0.999859 0.999962
3090.071184 1.000668 0.999852 0.999963
3090.091618 1.000577 0.999850 0.999964
3090.112051 1.000578 0.999841 0.999962
3090.132485 1.000442 0.999840 0.999963
3090.152919 1.000462 0.999836 0.999962
3090.173352 1.000437 0.999829 0.999962
3090.193786 1.000372 0.999825 0.999961
3090.214219 1.000499 0.999814 0.999960
3090.234653 1.000265 0.999811 0.999961
3090.255086 1.000085 0.999810 0.999960
3090.275520 1.000090 0.999805 0.999960
3090.295954 0.999948 0.999800 0.999961
3090.336821 1.000573 0.999871 0.999967
3090.357255 1.000654 0.999876 0.999968
3090.377688 1.000573 0.999869 0.999968
3090.398122 1.000547 0.999863 0.999967
3090.418555 1.000490 0.999863 0.999968
3090.438989 1.000513 0.999858 0.999967
3090.459423 1.000487 0.999857 0.999966
3090.479856 1.000434 0.999853 0.999968
3090.500290 1.000529 0.999844 0.999967
3090.520723 1.000532 0.999846 0.999967
3090.541157 1.000342 0.999848 0.999969
3090.561591 1.000559 0.999848 0.999964
3090.582024 1.000425 0.999845 0.999964
3090.602458 1.000402 0.999836 0.999962
3090.622891 1.000440 0.999833 0.999961
3090.643325 1.000373 0.999828 0.999961
3090.663759 1.000381 0.999823 0.999961
3090.684192 1.000380 0.999815 0.999961
3090.704626 1.000276 0.999812 0.999960
3090.725059 1.000311 0.999808 0.999959
3090.745493 1.000264 0.999803 0.999958
3090.765927 1.000168 0.999799 0.999959
3090.786360 1.000146 0.999797 0.999958
3090.806794 1.000383 0.999865 0.999962
3090.827227 1.000827 0.999906 0.999966
3090.847661 1.000886 0.999898 0.999965
3090.868095 1.000792 0.999900 0.999966
3090.888528 1.000828 0.999894 0.999966
3090.908962 1.000682 0.999890 0.999967
3090.929395 1.000778 0.999885 0.999965
3090.949829 1.000767 0.999880 0.999965
3090.970263 1.000589 0.999878 0.999965
3090.990696 1.000624 0.999873 0.999963
3091.011130 1.000654 0.999869 0.999963
3091.031563 1.000691 0.999861 0.999963
3091.051997 1.000545 0.999860 0.999964
3091.072431 1.000644 0.999856 0.999964
3091.092864 1.000614 0.999851 0.999963
3091.113298 1.000559 0.999848 0.999964
3091.133731 1.000557 0.999849 0.999962
3091.154165 1.000382 0.999847 0.999962
3091.174599 1.000439 0.999842 0.999962
3091.195032 1.000400 0.999836 0.999964
3091.215466 1.000304 0.999831 0.999962
3091.235899 1.000280 0.999820 0.999962
3091.256333 1.000399 0.999821 0.999961
3091.276767 1.000377 0.999816 0.999960
3091.297200 1.000258 0.999811 0.999961
3091.317634 1.000167 0.999808 0.999960
3091.338068 1.000337 0.999802 0.999959
3091.358501 1.000111 0.999804 0.999959
3091.378935 1.000204 0.999799 0.999958
3091.399368 1.000195 0.999795 0.999958
3091.419802 1.000155 0.999786 0.999956
3091.440235 1.000197 0.999786 0.999957
3091.460669 1.000095 0.999781 0.999958
3091.481103 0.999915 0.999778 0.999958
3091.501536 0.995828 0.999824 0.999976
3091.521970 0.985701 0.999936 1.000020
3091.542404 0.985993 1.000050 1.000031
3091.562837 0.994741 0.999964 0.999993
3091.583271 1.000656 0.999895 0.999966
3091.603704 1.000658 0.999886 0.999967
3091.624138 1.000581 0.999880 0.999966
3091.644572 1.000675 0.999876 0.999965
3091.665005 1.000549 0.999870 0.999966
3091.685439 1.000573 0.999863 0.999966
3091.705872 1.000576 0.999865 0.999966
3091.726306 1.000494 0.999858 0.999965
3091.746740 1.000423 0.999857 0.999964
3091.767173 1.000433 0.999850 0.999964
3091.787607 1.000504 0.999845 0.999963
3091.808040 1.000361 0.999839 0.999962
3091.828474 1.000307 0.999835 0.999963
3091.848908 1.000495 0.999827 0.999962
3091.869341 1.000393 0.999826 0.999961
3091.889775 1.000320 0.999818 0.999961
3091.910208 1.000218 0.999816 0.999961
3091.930642 1.000272 0.999810 0.999959
3091.951076 1.000196 0.999806 0.999958
3091.971509 1.000229 0.999802 0.999958
3091.991943 1.000190 0.999799 0.999958
3092.012376 1.000215 0.999793 0.999958
3092.032810 1.000624 0.999974 0.999974
3092.053244 1.000948 0.999996 0.999975
3092.073677 1.000748 0.999990 0.999977
3092.094111 1.000940 0.999980 0.999974
3092.114544 1.000930 0.999970 0.999973
3092.134978 1.000947 0.999968 0.999971
3092.155412 1.000765 0.999963 0.999972
3092.175845 1.000827 0.999953 0.999972
3092.196279 1.000923 0.999943 0.999970
3092.216712 1.000803 0.999938 0.999970
3092.237146 1.000912 0.999931 0.999968
3092.257580 1.000731 0.999927 0.999969
3092.298447 1.000268 0.999887 0.999971
3092.318880 1.000522 0.999897 0.999971
3092.339314 1.000468 0.999897 0.999971
3092.359748 1.000430 0.999889 0.999972
3092.380181 1.000584 0.999876 0.999969
3092.400615 1.000469 0.999873 0.999969
3092.421048 1.000307 0.999875 0.999969
3092.441482 1.000289 0.999867 0.999970
3092.461916 1.000268 0.999866 0.999970
3092.482349 1.000271 0.999857 0.999969
3092.502783 1.000386 0.999855 0.999967
3092.523216 1.000305 0.999857 0.999965
3092.543650 1.000344 0.999851 0.999964
3092.564084 1.000119 0.999855 0.999966
3092.584517 1.000206 0.999847 0.999965
3092.604951 1.000318 0.999841 0.999964
3092.625384 1.000306 0.999840 0.999964
3092.645818 1.000114 0.999837 0.999963
3092.666252 1.000201 0.999835 0.999964
3092.686685 1.000207 0.999832 0.999963
3092.707119 1.000171 0.999827 0.999961
3092.727552 1.000119 0.999824 0.999961
3092.747986 1.000104 0.999818 0.999959
3092.768420 1.000284 0.999875 0.999965
3092.788853 1.000653 0.999938 0.999969
3092.809287 1.000730 0.999934 0.999969
3092.829721 1.000608 0.999927 0.999968
3092.850154 1.000574 0.999920 0.999969
3092.870588 1.000643 0.999914 0.999967
3092.891021 1.000572 0.999909 0.999967
3092.911455 1.000637 0.999906 0.999965
3092.931889 1.000683 0.999900 0.999967
3092.952322 1.000601 0.999895 0.999966
3092.972756 1.000649 0.999889 0.999966
3092.993189 1.000590 0.999881 0.999964
3093.013623 1.000593 0.999875 0.999964
3093.034056 1.000531 0.999868 0.999964
3093.054490 1.000416 0.999864 0.999964
3093.074924 1.000309 0.999856 0.999964
3093.095357 1.000470 0.999852 0.999962
3093.115791 1.000292 0.999846 0.999962
3093.136224 1.000243 0.999837 0.999961
3093.156658 1.000142 0.999827 0.999962
3093.177092 1.000278 0.999822 0.999961
3093.197525 1.000188 0.999821 0.999961
3093.217959 1.000190 0.999815 0.999961
3093.238393 1.000240 0.999810 0.999960
3093.258826 0.995247 0.999999 0.999995
3093.279260 0.986289 1.000120 1.000035
3093.299693 0.986428 1.000113 1.000033
3093.320127 0.995943 0.999987 0.999989
3093.340560 1.000772 0.999929 0.999968
3093.360994 1.000743 0.999919 0.999967
3093.381428 1.000766 0.999913 0.999967
3093.401861 1.000709 0.999906 0.999965
3093.422295 1.000631 0.999898 0.999966
3093.442729 1.000557 0.999892 0.999966
3093.463162 1.000578 0.999886 0.999966
3093.483596 1.000602 0.999872 0.999965
3093.504029 1.000565 0.999866 0.999963
3093.524463 1.000444 0.999863 0.999964
3093.544897 1.000456 0.999856 0.999962
3093.565330 1.000395 0.999847 0.999961
3093.585764 1.000366 0.999839 0.999962
3093.606197 1.000337 0.999832 0.999963
3093.626631 1.000276 0.999825 0.999963
3093.647065 1.000132 0.999815 0.999963
3093.667498 1.000078 0.999808 0.999962
3093.687932 1.000162 0.999808 0.999960
3093.708365 1.000192 0.999803 0.999958
3093.728799 1.000069 0.999798 0.999957
3093.749233 1.000513 0.999888 0.999965
3093.769666 1.000831 0.999945 0.999969
3093.790100 1.000765 0.999937 0.999969
3093.810533 1.000770 0.999930 0.999967
3093.830967 1.000785 0.999919 0.999966
3093.851401 1.000617 0.999912 0.999967
3093.871834 1.000800 0.999898 0.999965
3093.892268 1.000661 0.999896 0.999967
3093.912701 1.000506 0.999892 0.999965
3093.933135 1.000633 0.999882 0.999965
3093.953569 1.000535 0.999875 0.999965
3093.974002 1.000621 0.999868 0.999963
3093.994436 1.000483 0.999861 0.999963
3094.014869 1.000456 0.999853 0.999963
3094.035303 1.000414 0.999840 0.999961
3094.055737 1.000354 0.999834 0.999960
3094.076170 1.000280 0.999824 0.999960
3094.096604 1.000221 0.999817 0.999960
3094.117037 1.000224 0.999806 0.999959
3094.137471 1.000063 0.999802 0.999957
3094.157905 0.999699 0.999798 0.999958
3094.178338 0.999848 0.999782 0.999957
3094.198772 0.999722 0.999775 0.999957
3094.219205 0.999797 0.999761 0.999955
3094.260073 1.000416 0.999910 0.999970
3094.280506 1.000804 0.999912 0.999970
3094.300940 1.000681 0.999907 0.999969
3094.321373 1.000785 0.999902 0.999969
3094.341807 1.000677 0.999892 0.999968
3094.362241 1.000661 0.999884 0.999966
3094.382674 1.000517 0.999886 0.999969
3094.403108 1.000523 0.999874 0.999967
3094.423542 1.000472 0.999872 0.999966
3094.443975 1.000500 0.999864 0.999966
3094.464409 1.000451 0.999860 0.999967
3094.484842 1.000456 0.999865 0.999962
3094.505276 1.000420 0.999857 0.999962
3094.525709 1.000482 0.999849 0.999961
3094.546143 1.000340 0.999844 0.999962
3094.566577 1.000512 0.999839 0.999961
3094.587010 1.000353 0.999832 0.999960
3094.607444 1.000268 0.999831 0.999962
3094.627877 1.000301 0.999826 0.999961
3094.648311 1.000261 0.999817 0.999960
3094.668745 1.000141 0.999812 0.999960
3094.689178 1.000118 0.999804 0.999959
3094.709612 1.000022 0.999797 0.999957
3094.730046 1.000767 0.999918 0.999964
3094.750479 1.000720 0.999932 0.999967
3094.770913 1.000847 0.999923 0.999966
3094.791346 1.000670 0.999916 0.999966
3094.811780 1.000798 0.999908 0.999965
3094.832214 1.000765 0.999904 0.999965
3094.852647 1.000743 0.999896 0.999964
3094.873081 1.000734 0.999887 0.999965
3094.893514 1.000658 0.999874 0.999964
3094.913948 1.000537 0.999874 0.999965
3094.934382 1.000541 0.999867 0.999964
3094.954815 1.000519 0.999859 0.999962
3094.975249 1.000467 0.999853 0.999962
3094.995682 1.000457 0.999853 0.999961
3095.016116 0.994074 0.999918 0.999989
3095.036550 0.985841 1.000007 1.000026
3095.056983 0.986224 1.000000 1.000023
3095.077417 0.996491 0.999871 0.999977
3095.097850 1.000430 0.999819 0.999958
3095.118284 1.000425 0.999810 0.999957
3095.138718 1.000323 0.999804 0.999956
3095.159151 1.000244 0.999795 0.999956
3095.179585 1.000129 0.999793 0.999958
3095.200018 1.000143 0.999783 0.999957
3095.220452 1.000715 0.999889 0.999965
3095.240886 1.000631 0.999895 0.999966
3095.261319 1.000829 0.999882 0.999963
3095.281753 1.000811 0.999872 0.999962
3095.302186 1.000742 0.999865 0.999962
3095.322620 1.000726 0.999853 0.999961
3095.343054 1.000591 0.999845 0.999960
3095.363487 1.000424 0.999839 0.999960
3095.383921 1.000398 0.999830 0.999959
3095.404354 1.000392 0.999822 0.999959
3095.424788 1.000362 0.999810 0.999958
3095.445222 1.000190 0.999809 0.999956
3095.465655 1.000484 0.999903 0.999966
3095.486089 1.001016 0.999941 0.999967
3095.506522 1.000909 0.999937 0.999968
3095.526956 1.000939 0.999929 0.999966
3095.547390 1.000884 0.999918 0.999966
3095.567823 1.000844 0.999909 0.999965
3095.588257 1.000893 0.999902 0.999965
3095.608690 1.000773 0.999891 0.999965
3095.629124 1.000806 0.999883 0.999963
3095.649558 1.000873 0.999875 0.999963
3095.669991 1.000648 0.999872 0.999963
3095.690425 1.000601 0.999863 0.999962
3095.710858 1.000614 0.999856 0.999961
3095.731292 1.000646 0.999848 0.999961
3095.751726 1.000514 0.999839 0.999961
3095.772159 1.000512 0.999830 0.999960
3095.792593 1.000504 0.999822 0.999958
3095.813026 1.000321 0.999818 0.999959
3095.833460 1.000298 0.999807 0.999959
3095.853894 1.000307 0.999802 0.999957
3095.874327 1.000059 0.999793 0.999958
3095.894761 0.999970 0.999787 0.999958
3095.915195 1.000036 0.999781 0.999956
3095.935628 1.000020 0.999773 0.999955
3095.956062 0.998950 0.999791 0.999959
3095.976495 1.000336 0.999815 0.999959
3095.996929 1.000231 0.999802 0.999959
3096.017363 1.000161 0.999795 0.999959
3096.037796 1.000014 0.999785 0.999958
3096.058230 0.999898 0.999775 0.999957
3096.078663 0.999793 0.999773 0.999956
3096.099097 0.999677 0.999768 0.999957
3096.119530 0.999583 0.999756 0.999957
3096.139964 0.999708 0.999745 0.999955
3096.160398 0.999627 0.999739 0.999954
3096.180831 0.999435 0.999732 0.999954
3096.221699 1.001001 0.999921 0.999967
3096.242132 1.001066 0.999920 0.999966
3096.262566 1.001055 0.999911 0.999964
3096.282999 1.000943 0.999903 0.999964
3096.303433 1.000976 0.999902 0.999966
3096.323867 1.000924 0.999894 0.999965
3096.344300 1.000941 0.999892 0.999966
3096.364734 1.000941 0.999886 0.999968
3096.385167 1.000727 0.999881 0.999967
3096.405601 1.000872 0.999873 0.999967
3096.426035 1.000743 0.999866 0.999965
3096.446468 1.000521 0.999867 0.999963
3096.466902 1.000551 0.999856 0.999962
3096.487335 1.000507 0.999848 0.999962
3096.507769 1.000546 0.999842 0.999962
3096.528203 1.000510 0.999838 0.999961
3096.548636 1.000338 0.999835 0.999961
3096.569070 1.000406 0.999823 0.999960
3096.589503 1.000437 0.999819 0.999960
3096.609937 1.000238 0.999812 0.999960
3096.630371 1.000195 0.999811 0.999960
3096.650804 1.000053 0.999806 0.999960
3096.671238 0.999985 0.999798 0.999960
3096.691671 1.000713 0.999910 0.999968
3096.712105 1.001026 0.999914 0.999966
3096.732539 1.000850 0.999907 0.999967
3096.752972 1.000781 0.999906 0.999967
3096.773406 0.993106 0.999989 1.000001
3096.793839 0.986072 1.000060 1.000030
3096.814273 0.986740 1.000048 1.000027
3096.834707 0.997557 0.999916 0.999979
3096.855140 1.000602 0.999870 0.999965
3096.875574 1.000722 0.999861 0.999964
3096.896007 1.000597 0.999860 0.999964
3096.916441 1.000548 0.999853 0.999963
3096.936875 1.000440 0.999847 0.999963
3096.957308 1.000423 0.999842 0.999961
3096.977742 1.000198 0.999841 0.999964
3096.998175 1.000397 0.999829 0.999962
3097.018609 1.000170 0.999820 0.999961
3097.039043 1.000124 0.999814 0.999961
3097.059476 1.000142 0.999805 0.999959
3097.079910 1.000013 0.999800 0.999959
3097.100343 0.999936 0.999797 0.999959
3097.120777 0.999869 0.999791 0.999961
3097.141211 0.999822 0.999780 0.999959
3097.161644 0.999727 0.999773 0.999960
3097.182078 1.000454 0.999881 0.999964
3097.202512 1.000637 0.999888 0.999964
3097.222945 1.000786 0.999877 0.999965
3097.243379 1.000441 0.999877 0.999966
3097.263812 1.000493 0.999866 0.999966
3097.284246 1.000559 0.999863 0.999964
3097.304679 1.000445 0.999855 0.999963
3097.325113 1.000372 0.999848 0.999963
3097.345547 1.000328 0.999838 0.999963
3097.365980 1.000283 0.999835 0.999962
3097.386414 1.000251 0.999829 0.999961
3097.406847 1.000111 0.999820 0.999960
3097.427281 1.000409 0.999914 0.999968
3097.447715 1.000874 0.999975 0.999971
3097.468148 1.000925 0.999968 0.999972
3097.488582 1.000950 0.999954 0.999969
3097.509015 1.000948 0.999945 0.999968
3097.529449 1.000776 0.999944 0.999970
3097.549883 1.000884 0.999936 0.999967
3097.570316 1.000844 0.999928 0.999967
3097.590750 1.000756 0.999924 0.999968
3097.611184 1.000847 0.999916 0.999967
3097.631617 1.000817 0.999909 0.999967
3097.652051 1.000622 0.999906 0.999967
3097.672484 1.000488 0.999901 0.999968
3097.692918 1.000520 0.999890 0.999968
3097.713351 1.000516 0.999882 0.999966
3097.733785 1.000458 0.999876 0.999967
3097.754219 1.000424 0.999868 0.999966
3097.774652 1.000430 0.999863 0.999966
3097.795086 1.000440 0.999853 0.999965
3097.815520 1.000185 0.999851 0.999965
3097.835953 1.000288 0.999840 0.999964
3097.856387 1.000188 0.999833 0.999964
3097.876820 1.000088 0.999828 0.999964
3097.897254 1.000153 0.999820 0.999963
3097.917688 1.000399 0.999898 0.999967
3097.938121 1.000739 0.999938 0.999970
3097.958555 1.000728 0.999927 0.999970
3097.978988 1.000802 0.999917 0.999969
3097.999422 1.000401 0.999919 0.999970
3098.019856 1.000637 0.999905 0.999968
3098.040289 1.000466 0.999897 0.999970
3098.060723 1.000481 0.999891 0.999968
3098.081156 1.000597 0.999881 0.999966
3098.101590 1.000346 0.999874 0.999967
3098.122024 1.000328 0.999863 0.999965
3098.142457 1.000295 0.999860 0.999965
3098.183324 1.000594 0.999926 0.999969
3098.203758 1.000889 0.999936 0.999968
3098.224192 1.000862 0.999929 0.999969
3098.244625 1.000812 0.999916 0.999967
3098.265059 1.000849 0.999908 0.999966
3098.285492 1.000692 0.999903 0.999967
3098.305926 1.000668 0.999897 0.999966
3098.326360 1.000735 0.999890 0.999967
3098.346793 1.000592 0.999884 0.999966
3098.367227 1.000572 0.999877 0.999965
3098.387660 1.000630 0.999870 0.999965
3098.408094 1.000476 0.999865 0.999966
3098.428528 1.000531 0.999862 0.999966
3098.448961 1.000434 0.999854 0.999967
3098.469395 1.000426 0.999844 0.999966
3098.489828 1.000360 0.999841 0.999966
3098.510262 1.000170 0.999837 0.999967
3098.530696 0.991362 0.999931 1.000004
3098.551129 0.985368 0.999993 1.000029
3098.571563 0.986570 0.999969 1.000024
3098.591996 0.997838 0.999830 0.999973
3098.612430 0.999923 0.999798 0.999964
3098.632864 0.999780 0.999797 0.999964
3098.653297 1.000600 0.999892 0.999967
3098.673731 1.000776 0.999901 0.999968
3098.694164 1.000664 0.999892 0.999968
3098.714598 1.000586 0.999881 0.999968
3098.735032 1.000640 0.999871 0.999966
3098.755465 1.000433 0.999867 0.999968
3098.775899 1.000400 0.999859 0.999968
3098.796333 1.000493 0.999843 0.999964
3098.816766 1.000257 0.999839 0.999966
3098.837200 1.000142 0.999828 0.999966
3098.857633 1.000058 0.999821 0.999966
3098.878067 1.000015 0.999812 0.999966
3098.898500 1.000579 0.999910 0.999972
3098.918934 1.000987 0.999913 0.999969
3098.939368 1.000748 0.999906 0.999969
3098.959801 1.000769 0.999900 0.999969
3098.980235 1.000731 0.999895 0.999969
3099.000668 1.000739 0.999887 0.999970
3099.021102 1.000643 0.999882 0.999970
3099.041536 1.000612 0.999880 0.999970
3099.061969 1.000509 0.999869 0.999969
3099.082403 1.000576 0.999864 0.999969
3099.102837 1.000528 0.999858 0.999969
3099.123270 1.000528 0.999853 0.999968
3099.143704 1.000314 0.999847 0.999968
3099.164137 1.000267 0.999844 0.999968
3099.184571 1.000421 0.999835 0.999965
3099.205005 1.000136 0.999829 0.999967
3099.225438 1.000283 0.999821 0.999966
3099.245872 1.000181 0.999815 0.999968
3099.266305 0.999967 0.999808 0.999968
3099.286739 0.999822 0.999803 0.999969
3099.307173 0.999843 0.999800 0.999966
3099.327606 0.999738 0.999789 0.999967
3099.348040 0.999752 0.999784 0.999966
3099.368473 0.999606 0.999782 0.999968
3099.388907 1.000554 0.999884 0.999971
3099.409341 1.000691 0.999896 0.999971
3099.429774 1.000528 0.999891 0.999972
3099.450208 1.000728 0.999880 0.999971
3099.470641 1.000521 0.999867 0.999970
3099.491075 1.000533 0.999861 0.999970
3099.511509 1.000387 0.999856 0.999970
3099.531942 1.000444 0.999849 0.999968
3099.552376 1.000393 0.999841 0.999968
3099.572809 1.000270 0.999834 0.999968
3099.593243 1.000112 0.999824 0.999968
3099.613677 1.000099 0.999815 0.999968
3099.634110 1.000597 0.999918 0.999972
3099.654544 1.001124 0.999972 0.999974
3099.674977 1.001041 0.999968 0.999973
3099.695411 1.001079 0.999960 0.999972
3099.715845 1.001114 0.999950 0.999972
3099.736278 1.001069 0.999941 0.999971
3099.756712 1.000955 0.999933 0.999970
3099.777145 1.000912 0.999916 0.999972
3099.797579 1.000855 0.999903 0.999971
3099.818013 1.000760 0.999894 0.999971
3099.838446 1.000602 0.999881 0.999973
3099.858880 1.000450 0.999872 0.999971
3099.879313 1.000474 0.999857 0.999970
3099.899747 1.000225 0.999848 0.999970
3099.920181 1.000228 0.999829 0.999971
3099.940614 1.000046 0.999819 0.999970
3099.961048 0.999979 0.999806 0.999969
3099.981481 1.000010 0.999796 0.999968
3100.001915 0.999976 0.999782 0.999966
3100.022349 0.999574 0.999778 0.999969
3100.042782 0.999466 0.999764 0.999968
3100.063216 0.999473 0.999751 0.999968
3100.083649 0.999138 0.999745 0.999970
