# Time, Flux
3.076401104019954801e+03 1.018606064213592122e+00
3.076421537620015442e+03 1.018517403980454317e+00
3.076441971220076084e+03 1.018605822632575375e+00
3.076462404820136726e+03 1.018709944050783633e+00
3.076482838420197368e+03 1.018810924915774629e+00
3.076503272019792348e+03 1.018740624839907793e+00
3.076523705619852990e+03 1.018769131399881234e+00
3.076544139219913632e+03 1.018771305629031731e+00
3.076564572819974273e+03 1.018821071318476879e+00
3.076585006420034915e+03 8.779778890819733839e-01
3.076605440020095557e+03 1.018045113092757692e+00
3.076625873520039022e+03 1.018322689680974280e+00
3.076646307220216841e+03 1.018435991177818023e+00
3.076666740819811821e+03 1.018422462640881543e+00
3.076687174320220947e+03 1.018507740739785339e+00
3.076707608019933105e+03 1.018374871180586672e+00
3.076728041619993746e+03 1.018449519714754725e+00
3.076748475220054388e+03 1.018485515286246645e+00
3.076768908820115030e+03 1.018571759709217206e+00
3.076789342420175672e+03 1.018593985162755899e+00
3.076809776020236313e+03 1.018599058364107135e+00
3.076830209619831294e+03 1.018653655673886771e+00
3.076850643219891936e+03 1.018640610298983784e+00
3.076871076920069754e+03 1.018536972042808797e+00
3.076891510520130396e+03 1.018622008560695846e+00
3.076911944020073861e+03 1.018662835752522478e+00
3.076932377719786018e+03 1.018617901683411597e+00
3.076952811319846660e+03 1.018718399386369100e+00
3.076973244819790125e+03 1.018834599855413581e+00
3.076993678519967943e+03 1.018762608712429518e+00
3.077014112120028585e+03 1.018669841602007464e+00
3.077034545619972050e+03 1.018730236856188576e+00
3.077054979320149869e+03 1.018734585314489571e+00
3.077075412920210510e+03 1.018309161144037578e+00
3.077095846420153975e+03 1.018360859481616698e+00
3.077116280119866133e+03 1.018450486038821490e+00
3.077136713719926775e+03 1.018653897254903518e+00
3.077157147219870239e+03 1.018427294261216032e+00
3.077177580920048058e+03 1.018471262006259925e+00
3.077198014520108700e+03 1.018561371725497988e+00
3.077218448120169342e+03 1.018505566510634619e+00
3.077238881720229983e+03 1.018622491722729340e+00
3.077259315319824964e+03 1.018504117024534361e+00
3.077279748919885606e+03 1.018574175519384450e+00
3.077300182519946247e+03 1.018610895833926611e+00
3.077320616120006889e+03 1.018560405401431224e+00
3.077341049619950354e+03 1.018588428799371171e+00
3.077361483320128173e+03 1.018577074491585188e+00
3.077381916920188814e+03 1.018627564924080575e+00
3.077402350420132279e+03 1.018648582472535535e+00
3.077422784119844437e+03 1.018695932351813660e+00
3.077443217719905078e+03 1.018593502000722406e+00
3.077463651219848543e+03 1.010279974472181097e+00
3.077484084920026362e+03 1.003645918171908624e+00
3.077504518520087004e+03 1.004784731084748195e+00
3.077524952020030469e+03 1.016230356495123166e+00
3.077545385720208287e+03 1.018569102318033215e+00
3.077565819319803268e+03 1.018391540270740636e+00
3.077586253019981086e+03 1.018493487459798397e+00
3.077606686519924551e+03 1.018617660102394851e+00
3.077627120119985193e+03 1.018476818369644432e+00
3.077647553820163012e+03 1.018470537263209685e+00
3.077667987320106477e+03 1.018547360026528015e+00
3.077688420920167118e+03 1.018656554646087509e+00
3.077708854619879276e+03 1.018633604449498797e+00
3.077729288219939917e+03 1.018560888563464717e+00
3.077749721719883382e+03 1.018693758122663162e+00
3.077770155420061201e+03 1.018633362868482051e+00
3.077790589020121843e+03 1.018659212037271500e+00
3.077811022520065308e+03 1.018136430717079710e+00
3.077831456219777465e+03 1.018247557984772955e+00
3.077851889819838107e+03 1.018313026440305302e+00
3.077872323319781572e+03 1.018294907864050858e+00
3.077892757019959390e+03 1.018428019004266050e+00
3.077913190620020032e+03 1.018439614893069001e+00
3.077933624119963497e+03 1.018466430385925436e+00
3.077954057820141315e+03 1.018525134572989321e+00
3.077974491420201957e+03 1.018460390860507214e+00
3.077994924920145422e+03 1.018436474339851516e+00
3.078015358619857579e+03 1.018324622329108031e+00
3.078035792119801044e+03 1.018570068642100201e+00
3.078056225819978863e+03 1.018566928088882717e+00
3.078076659420039505e+03 1.018485515286246645e+00
3.078097093020100147e+03 1.018583597179036682e+00
3.078117526520043612e+03 1.018543494730260512e+00
3.078137960220221430e+03 1.019391444098963539e+00
3.078158393819816411e+03 1.018448794971704485e+00
3.078178827320225537e+03 1.018626115437980317e+00
3.078199261019937694e+03 1.018707045078582896e+00
3.078219694619998336e+03 1.018644958757284780e+00
3.078240128320176154e+03 1.018608721604776113e+00
3.078260561820119619e+03 1.018543736311277259e+00
3.078280995420180261e+03 1.018463289832707952e+00
3.078301429119892418e+03 1.018256254901374946e+00
3.078321862619835883e+03 1.018326071815208289e+00
3.078342296219896525e+03 1.018286694109482360e+00
3.078362729920074344e+03 1.018375354342620165e+00
3.078383163420017809e+03 1.018385742326339383e+00
3.078403597020078450e+03 1.018350954659930974e+00
3.078424030719790608e+03 1.018330420273509507e+00
3.078444464220199734e+03 1.018421737897831303e+00
3.078464897819794714e+03 1.018557989591263979e+00
3.078485331519972533e+03 1.018382118611088405e+00
3.078505765019915998e+03 1.018408209360894823e+00
3.078526198619976640e+03 1.018354819956198698e+00
3.078546632320154458e+03 9.244653241302753788e-01
3.078567065920215100e+03 1.018159864075701915e+00
3.078587499420158565e+03 1.018223641464117257e+00
3.078607933119870722e+03 1.018209388184130537e+00
3.078628366719931364e+03 1.018262294426793169e+00
3.078648800219874829e+03 1.018127009057427479e+00
3.078669233920052648e+03 1.018236928420036991e+00
3.078689667520113289e+03 1.018257945968492173e+00
3.078710101020056754e+03 1.018165178858069897e+00
3.078730534720234573e+03 1.018180398462123604e+00
3.078750968220178038e+03 1.018300947389469080e+00
