# Time, flux, Xc, Yc
3.087986956620123237e+03 4.191327000000000000e+06 5.749576921581160605e+02 9.684735485921285090e+02
3.088007390220183879e+03 4.143419000000000000e+06 5.750329066406269476e+02 9.685220509921878147e+02
3.088027823819778860e+03 4.138550000000000000e+06 5.750380181464522593e+02 9.685263307196964888e+02
3.088048257419839501e+03 4.166113000000000000e+06 5.749912688398034106e+02 9.684977426200393893e+02
3.088068691120017320e+03 4.200506000000000000e+06 5.749326907282122647e+02 9.684634232161554337e+02
3.088089124619960785e+03 4.199392000000000000e+06 5.749354720873878932e+02 9.684647870453627547e+02
3.088109558220021427e+03 4.203196000000000000e+06 5.750462807349455261e+02 9.684757684390640406e+02
3.088129991920199245e+03 4.204671000000000000e+06 5.750592726517722895e+02 9.684752469337078082e+02
3.088150425420142710e+03 4.204517000000000000e+06 5.750560306927050078e+02 9.684735685454476197e+02
3.088170859020203352e+03 4.204255000000000000e+06 5.750541218360922358e+02 9.684745401979661210e+02
3.088191292719915509e+03 4.204113000000000000e+06 5.750506815587497158e+02 9.684733842786813511e+02
3.088211726219858974e+03 4.204626000000000000e+06 5.750477381341407863e+02 9.684735579335712146e+02
3.088232159819919616e+03 4.203997000000000000e+06 5.750465347620371404e+02 9.684738010041396592e+02
3.088252593520097435e+03 4.204410000000000000e+06 5.750416517418615285e+02 9.684726853470522201e+02
3.088273027020040900e+03 4.203973000000000000e+06 5.750417400397195706e+02 9.684724694949277364e+02
3.088293460620101541e+03 4.203763000000000000e+06 5.750421883916861816e+02 9.684730009755545552e+02
3.088313894319813699e+03 4.203553000000000000e+06 5.750383456566385121e+02 9.684727593538133306e+02
3.088334327820222825e+03 4.204514000000000000e+06 5.750352285662504528e+02 9.684711869195821237e+02
3.088354761419817805e+03 3.594724000000000000e+06 5.762641259801864635e+02 9.690002773509175995e+02
3.088375195119995624e+03 4.202253000000000000e+06 5.750008719132332544e+02 9.684676960192543902e+02
3.088395628720056266e+03 4.203201000000000000e+06 5.750084766348313678e+02 9.684694809979346246e+02
3.088416062320116907e+03 4.203045000000000000e+06 5.750055162388221106e+02 9.684696109606250047e+02
3.088436495920177549e+03 4.202559000000000000e+06 5.750057422156357916e+02 9.684693214301096305e+02
3.088456929519772530e+03 4.202427000000000000e+06 5.750041007256045305e+02 9.684692762063446025e+02
3.088477363119833171e+03 4.202717000000000000e+06 5.750031153656075276e+02 9.684682656481509184e+02
3.088497796719893813e+03 4.202934000000000000e+06 5.749988943438083879e+02 9.684673332962164523e+02
3.088518230319954455e+03 4.202613000000000000e+06 5.749976566959651336e+02 9.684674099185435807e+02
3.088538663920015097e+03 4.202543000000000000e+06 5.749965937290826332e+02 9.684673494120107762e+02
3.088559097520075738e+03 4.201615000000000000e+06 5.749967890918135254e+02 9.684698976465001579e+02
3.088579531020019203e+03 4.202072000000000000e+06 5.749947975665338618e+02 9.684672892325500015e+02
3.088599964720197022e+03 4.202576000000000000e+06 5.749978161013625595e+02 9.684646121807196550e+02
3.088620398319792002e+03 4.202255000000000000e+06 5.749964638033627580e+02 9.684648387591900018e+02
3.088640831820201129e+03 4.202583000000000000e+06 5.749951598814348017e+02 9.684640158207464538e+02
3.088661265519913286e+03 4.202320000000000000e+06 5.749952071712767747e+02 9.684660718365093999e+02
3.088681699119973928e+03 4.201857000000000000e+06 5.749938412944562742e+02 9.684665960788289567e+02
3.088702132619917393e+03 4.202246000000000000e+06 5.749922753213401165e+02 9.684649454125246848e+02
3.088722566320095211e+03 4.201565000000000000e+06 5.749904152381315043e+02 9.684632331048073866e+02
3.088742999920155853e+03 4.201975000000000000e+06 5.749891362990022117e+02 9.684624425418999181e+02
3.088763433520216495e+03 4.201745000000000000e+06 5.749878291043364698e+02 9.684630411888393837e+02
3.088783867119811475e+03 4.201487000000000000e+06 5.749861149159809202e+02 9.684632595554859336e+02
3.088804300719872117e+03 4.201869000000000000e+06 5.749836822613937102e+02 9.684625370281653431e+02
3.088824734319932759e+03 4.201593000000000000e+06 5.749818028542983939e+02 9.684631926509778168e+02
3.088845167919993401e+03 4.201248000000000000e+06 5.749807278694330535e+02 9.684636786497726462e+02
3.088865601520054042e+03 4.200888000000000000e+06 5.749781831841268058e+02 9.684632832391628199e+02
3.088886035120114684e+03 4.201142000000000000e+06 5.749761579113488779e+02 9.684622519305464721e+02
3.088906468819826841e+03 4.201453000000000000e+06 5.749737593161222549e+02 9.684613825264735851e+02
3.088926902320235968e+03 4.200757000000000000e+06 5.749740368224107669e+02 9.684625321102839735e+02
3.088947335919830948e+03 4.200345000000000000e+06 5.749722384708875325e+02 9.684623929701012912e+02
3.088967769620008767e+03 4.200552000000000000e+06 5.749691588153176554e+02 9.684628129826746772e+02
3.088988203119952232e+03 4.200781000000000000e+06 5.749679497693405210e+02 9.684614684745527029e+02
3.089008636820130050e+03 4.200359000000000000e+06 5.749667642694350889e+02 9.684608777487828775e+02
3.089029070420190692e+03 4.200203000000000000e+06 5.749644962398245980e+02 9.684590223377298344e+02
3.089049503920134157e+03 4.200179000000000000e+06 5.749620320943464549e+02 9.684595104161037398e+02
3.089069937619846314e+03 4.200160000000000000e+06 5.749587982362576213e+02 9.684582615900346809e+02
3.089090371219906956e+03 4.180664000000000000e+06 5.749706489208413132e+02 9.684755211133924604e+02
3.089110804719850421e+03 4.201971000000000000e+06 5.750172285815394844e+02 9.684668259252622420e+02
3.089131238420028239e+03 4.202133000000000000e+06 5.750169942265035843e+02 9.684661423139153840e+02
3.089151672020088881e+03 4.201844000000000000e+06 5.750136247323794123e+02 9.684668395590126693e+02
3.089172105520032346e+03 4.201432000000000000e+06 5.750107798959974161e+02 9.684678747626999211e+02
3.089192539220210165e+03 4.201958000000000000e+06 5.750073165890757991e+02 9.684649896548228298e+02
3.089212972819805145e+03 4.201223000000000000e+06 5.750061727263704370e+02 9.684673046396251266e+02
3.089233406419865787e+03 4.201677000000000000e+06 5.750026394223068564e+02 9.684664761237000903e+02
3.089253840019926429e+03 4.201356000000000000e+06 5.750010132442954500e+02 9.684669061607728509e+02
3.089274273619987071e+03 4.201503000000000000e+06 5.749990858033422683e+02 9.684659939550203944e+02
3.089294707220047712e+03 4.201115000000000000e+06 5.749956037861377354e+02 9.684664152254817964e+02
3.089315140820108354e+03 4.200399000000000000e+06 5.749946871713854080e+02 9.684672437070859132e+02
3.089335574420168996e+03 4.201347000000000000e+06 5.749894940836832120e+02 9.684638252922217134e+02
3.089356007920112461e+03 4.200878000000000000e+06 5.749871193593339740e+02 9.684644448136793926e+02
3.089376441619824618e+03 4.201566000000000000e+06 5.749847985251213913e+02 9.684639812869772868e+02
3.089396875219885260e+03 4.200703000000000000e+06 5.749853219806303741e+02 9.684648898053492303e+02
3.089417308719828725e+03 4.200970000000000000e+06 5.749812736106184730e+02 9.684624415313605823e+02
3.089437742420006543e+03 4.200503000000000000e+06 5.749808522931658672e+02 9.684624729466922872e+02
3.089458176020067185e+03 4.200922000000000000e+06 5.749773749667334641e+02 9.684622656645374263e+02
3.089478609520010650e+03 4.200204000000000000e+06 5.749780993970769032e+02 9.684629015638288365e+02
3.089499043220188469e+03 4.200080000000000000e+06 5.749776961391211216e+02 9.684635928363269386e+02
3.089519476819783449e+03 4.200009000000000000e+06 5.749756555283571515e+02 9.684625859135063592e+02
3.089539910320192575e+03 4.200046000000000000e+06 5.749715738827621863e+02 9.684629994528631869e+02
3.089560344019904733e+03 4.199676000000000000e+06 5.749677765618109788e+02 9.684625885425447223e+02
3.089580777619965374e+03 4.199779000000000000e+06 5.749687997868459206e+02 9.684605816163183363e+02
3.089601211220026016e+03 4.199765000000000000e+06 5.749624769481149542e+02 9.684611812803811972e+02
3.089621644820086658e+03 4.199431000000000000e+06 5.749604936954553978e+02 9.684598892087999502e+02
3.089642078420147300e+03 4.198989000000000000e+06 5.749585709798240032e+02 9.684599259488414873e+02
3.089662512119859457e+03 4.198955000000000000e+06 5.749565820543444943e+02 9.684606800977862804e+02
3.089682945619802922e+03 4.198780000000000000e+06 5.749543391175532179e+02 9.684606442823867383e+02
3.089703379219863564e+03 4.198352000000000000e+06 5.749522031501884385e+02 9.684607364985117783e+02
3.089723812920041382e+03 4.198102000000000000e+06 5.749513330071541759e+02 9.684595093211170251e+02
3.089744246520102024e+03 4.184691000000000000e+06 5.749691640314661072e+02 9.684725400274476215e+02
3.089764680020045489e+03 4.139823000000000000e+06 5.750384156520701708e+02 9.685185994666921943e+02
3.089785113720223308e+03 4.135789000000000000e+06 5.750400692588524407e+02 9.685223387846913283e+02
3.089805547319818288e+03 4.167264000000000000e+06 5.749859305769924731e+02 9.684898583339092966e+02
3.089825980820227414e+03 4.200468000000000000e+06 5.750204262953556054e+02 9.684680887939153990e+02
3.089846414519939572e+03 4.201168000000000000e+06 5.750311620482684702e+02 9.684695113358951630e+02
3.089866848120000213e+03 4.201469000000000000e+06 5.750280725622395721e+02 9.684685485005363716e+02
3.089887281619943678e+03 4.201269000000000000e+06 5.750262639692912217e+02 9.684688204920942098e+02
3.089907715320121497e+03 4.201461000000000000e+06 5.750214387328597923e+02 9.684676123377082604e+02
3.089928148920182139e+03 4.200809000000000000e+06 5.750207779025421360e+02 9.684673597395168372e+02
3.089948582420125604e+03 4.200837000000000000e+06 5.750174612821207347e+02 9.684680472010696803e+02
3.089969016119837761e+03 4.200750000000000000e+06 5.750147592691781711e+02 9.684682754270070291e+02
3.089989449719898403e+03 4.200661000000000000e+06 5.750114060620459213e+02 9.684679225483798746e+02
3.090009883219841868e+03 4.199920000000000000e+06 5.750107261566887473e+02 9.684670696108497623e+02
3.090030316920019686e+03 4.200120000000000000e+06 5.750079731055303682e+02 9.684670316562384187e+02
3.090050750520080328e+03 4.200407000000000000e+06 5.750026999764546645e+02 9.684650189850650577e+02
3.090071184020023793e+03 4.200139000000000000e+06 5.749988281340213234e+02 9.684657455384215154e+02
3.090091617720201612e+03 4.199738000000000000e+06 5.749974615083131084e+02 9.684666183938140875e+02
3.090112051319796592e+03 4.199724000000000000e+06 5.749925578442773713e+02 9.684645988641158283e+02
3.090132484820205718e+03 4.199135000000000000e+06 5.749918930922677873e+02 9.684661379069736995e+02
3.090152918519917876e+03 4.199202000000000000e+06 5.749893529770656642e+02 9.684649157149382290e+02
3.090173352119978517e+03 4.199082000000000000e+06 5.749852522527543215e+02 9.684649173319311330e+02
3.090193785619921982e+03 4.198790000000000000e+06 5.749828976919541219e+02 9.684641868252519998e+02
3.090214219320099801e+03 4.199307000000000000e+06 5.749769550070999458e+02 9.684630671203606198e+02
3.090234652920160443e+03 4.198308000000000000e+06 5.749753257740975414e+02 9.684637799322965748e+02
3.090255086420103908e+03 4.197536000000000000e+06 5.749744545371379445e+02 9.684628910865802709e+02
3.090275520119816065e+03 4.197535000000000000e+06 5.749719016041557325e+02 9.684624988237144407e+02
3.090295953719876707e+03 4.196924000000000000e+06 5.749690142113605589e+02 9.684635745131433850e+02
3.090316387420054525e+03 3.048455000000000000e+06 5.777082692708273726e+02 9.696551088994260681e+02
3.090336820919997990e+03 4.199507000000000000e+06 5.750096420841779263e+02 9.684696594147836777e+02
3.090357254520058632e+03 4.199827000000000000e+06 5.750126857606277326e+02 9.684710184490932079e+02
3.090377688219770789e+03 4.199465000000000000e+06 5.750086953933417817e+02 9.684704715957866483e+02
3.090398121720179915e+03 4.199336000000000000e+06 5.750048864868159626e+02 9.684697025910762704e+02
3.090418555319774896e+03 4.199072000000000000e+06 5.750048179693036445e+02 9.684707397253488352e+02
3.090438989019952714e+03 4.199144000000000000e+06 5.750018915759974334e+02 9.684700646131688018e+02
3.090459422519896179e+03 4.199010000000000000e+06 5.750013610351011266e+02 9.684686295102893610e+02
3.090479856119956821e+03 4.198765000000000000e+06 5.749992102439646260e+02 9.684708051057870080e+02
3.090500289820134640e+03 4.199137000000000000e+06 5.749939539957853185e+02 9.684696624568333618e+02
3.090520723320078105e+03 4.199122000000000000e+06 5.749951201703594279e+02 9.684693083458874980e+02
3.090541156920138747e+03 4.198294000000000000e+06 5.749965674152405199e+02 9.684714877042913486e+02
3.090561590619850904e+03 4.199173000000000000e+06 5.749964785923323234e+02 9.684668688334584203e+02
3.090582024219911546e+03 4.198581000000000000e+06 5.749948766023568396e+02 9.684664232987288415e+02
3.090602457719855011e+03 4.198452000000000000e+06 5.749892403200036597e+02 9.684646855555333786e+02
3.090622891420032829e+03 4.198580000000000000e+06 5.749877949211399937e+02 9.684637358344964468e+02
3.090643325020093471e+03 4.198265000000000000e+06 5.749848377841799447e+02 9.684638597134768361e+02
3.090663758520036936e+03 4.198261000000000000e+06 5.749819151310506413e+02 9.684635045319954543e+02
3.090684192220214754e+03 4.198218000000000000e+06 5.749771736484384519e+02 9.684635338136323526e+02
3.090704625819809735e+03 4.197744000000000000e+06 5.749753827293899349e+02 9.684633229182151126e+02
3.090725059320218861e+03 4.197855000000000000e+06 5.749732191797953647e+02 9.684620533582032067e+02
3.090745493019931018e+03 4.197617000000000000e+06 5.749704799175341350e+02 9.684605725105458305e+02
3.090765926619991660e+03 4.197172000000000000e+06 5.749680813652621509e+02 9.684623753803751924e+02
3.090786360119935125e+03 4.197037000000000000e+06 5.749669728906368391e+02 9.684608277220334003e+02
3.090806793820112944e+03 4.197989000000000000e+06 5.750061955855529732e+02 9.684651212759251848e+02
3.090827227320056409e+03 4.199805000000000000e+06 5.750296556625843323e+02 9.684687672403837269e+02
3.090847660920117050e+03 4.200007000000000000e+06 5.750253013864024751e+02 9.684675842206929701e+02
3.090868094619829208e+03 4.199565000000000000e+06 5.750262817696594766e+02 9.684690521518300557e+02
3.090888528119772673e+03 4.199669000000000000e+06 5.750230484831066633e+02 9.684691988821023187e+02
3.090908961719833314e+03 4.199010000000000000e+06 5.750204336260213722e+02 9.684695537757709189e+02
3.090929395420011133e+03 4.199365000000000000e+06 5.750174759755343530e+02 9.684681886428066946e+02
3.090949829020071775e+03 4.199267000000000000e+06 5.750145465863447498e+02 9.684672758364733909e+02
3.090970262620132416e+03 4.198473000000000000e+06 5.750137650045624014e+02 9.684676519296419883e+02
3.090990696220193058e+03 4.198567000000000000e+06 5.750105971870879102e+02 9.684662971913988940e+02
3.091011129819788039e+03 4.198641000000000000e+06 5.750084832211184676e+02 9.684655527824360206e+02
3.091031563419848680e+03 4.198748000000000000e+06 5.750039849974325534e+02 9.684662780428832320e+02
3.091051997019909322e+03 4.198084000000000000e+06 5.750034970715212239e+02 9.684670185255940851e+02
3.091072430619969964e+03 4.198445000000000000e+06 5.750011732915401126e+02 9.684671917817191797e+02
3.091092864320147783e+03 4.198270000000000000e+06 5.749983052543071835e+02 9.684659519278178550e+02
3.091113297820091248e+03 4.197984000000000000e+06 5.749965847892702868e+02 9.684666342225220887e+02
3.091133731420151889e+03 4.197926000000000000e+06 5.749968710739541393e+02 9.684651080080973315e+02
3.091154165119864047e+03 4.197139000000000000e+06 5.749957735495536326e+02 9.684647801752574878e+02
3.091174598619807512e+03 4.197326000000000000e+06 5.749928664106623728e+02 9.684646215233221938e+02
3.091195032219868153e+03 4.197114000000000000e+06 5.749891901911646528e+02 9.684668779547089343e+02
3.091215465920045972e+03 4.196662000000000000e+06 5.749863834638100570e+02 9.684652878883264293e+02
3.091235899419989437e+03 4.196512000000000000e+06 5.749801242079136046e+02 9.684648894129219343e+02
3.091256333020050079e+03 4.196961000000000000e+06 5.749809190507131689e+02 9.684637069536743184e+02
3.091276766720227897e+03 4.196821000000000000e+06 5.749778989859229341e+02 9.684625722660080100e+02
3.091297200220171362e+03 4.196276000000000000e+06 5.749748574688604776e+02 9.684637440435280951e+02
3.091317633819766343e+03 4.195847000000000000e+06 5.749733443569319888e+02 9.684632044495425589e+02
3.091338067519944161e+03 4.196512000000000000e+06 5.749699343168803125e+02 9.684622519845052011e+02
3.091358501019887626e+03 4.195522000000000000e+06 5.749711399439688648e+02 9.684622204340723783e+02
3.091378934619948268e+03 4.195869000000000000e+06 5.749679661114300870e+02 9.684613051551418721e+02
3.091399368320126086e+03 4.195789000000000000e+06 5.749656388822221516e+02 9.684606501899880868e+02
3.091419801920186728e+03 4.195581000000000000e+06 5.749608869427142963e+02 9.684591392705801809e+02
3.091440235420130193e+03 4.195718000000000000e+06 5.749607454552474337e+02 9.684599782444863649e+02
3.091460669119842350e+03 4.195252000000000000e+06 5.749577050437018215e+02 9.684610574048948592e+02
3.091481102719902992e+03 4.194463000000000000e+06 5.749559025791859312e+02 9.684607989151412539e+02
3.091501536219846457e+03 4.177284000000000000e+06 5.749827148453397285e+02 9.684787943553753848e+02
3.091521969920024276e+03 4.134770000000000000e+06 5.750469893125856515e+02 9.685214943031897974e+02
3.091542403520084918e+03 4.135962000000000000e+06 5.751126393327598407e+02 9.685314304144960715e+02
3.091562837020028383e+03 4.172631000000000000e+06 5.750630264214593126e+02 9.684945124550912396e+02
3.091583270720206201e+03 4.197413000000000000e+06 5.750232976835969794e+02 9.684689898277820248e+02
3.091603704220149666e+03 4.197395000000000000e+06 5.750182799093247468e+02 9.684696231829503859e+02
3.091624137919861823e+03 4.197044000000000000e+06 5.750150105645783469e+02 9.684691130233563854e+02
3.091644571519922465e+03 4.197417000000000000e+06 5.750127206803613262e+02 9.684678539206373671e+02
3.091665005019865930e+03 4.196864000000000000e+06 5.750092426154385521e+02 9.684683096712211636e+02
3.091685438720043749e+03 4.196942000000000000e+06 5.750050451018861395e+02 9.684689931383373960e+02
3.091705872320104390e+03 4.196937000000000000e+06 5.750061471020412682e+02 9.684685176355994827e+02
3.091726305820047855e+03 4.196575000000000000e+06 5.750019387238402260e+02 9.684674855090162282e+02
3.091746739520225674e+03 4.196258000000000000e+06 5.750012732772866002e+02 9.684668068550598719e+02
3.091767173119820654e+03 4.196286000000000000e+06 5.749975988290598252e+02 9.684664553369336772e+02
3.091787606719881296e+03 4.196568000000000000e+06 5.749945472109590128e+02 9.684656333461056192e+02
3.091808040319941938e+03 4.195953000000000000e+06 5.749909691552788900e+02 9.684650564484396682e+02
3.091828473920002580e+03 4.195713000000000000e+06 5.749889899523632266e+02 9.684658104593903545e+02
3.091848907520063221e+03 4.196489000000000000e+06 5.749842768562004949e+02 9.684644732775421971e+02
3.091869341120123863e+03 4.196047000000000000e+06 5.749838011823985653e+02 9.684642652954078130e+02
3.091889774720184505e+03 4.195732000000000000e+06 5.749791438061344024e+02 9.684635591596412496e+02
3.091910208319779485e+03 4.195291000000000000e+06 5.749777281242230629e+02 9.684637666374037508e+02
3.091930642019957304e+03 4.195508000000000000e+06 5.749746764873287930e+02 9.684620641886513113e+02
3.091951075519900769e+03 4.195180000000000000e+06 5.749723544639324473e+02 9.684611103695193606e+02
3.091971509119961411e+03 4.195308000000000000e+06 5.749697605038771826e+02 9.684607809486216183e+02
3.091991942820139229e+03 4.195133000000000000e+06 5.749679471425578186e+02 9.684613882325065788e+02
3.092012376320082694e+03 4.195227000000000000e+06 5.749644453089189255e+02 9.684610878028769321e+02
3.092032809920143336e+03 4.196936000000000000e+06 5.750689784166353320e+02 9.684765138186525064e+02
3.092053243619855493e+03 4.198284000000000000e+06 5.750816047699488536e+02 9.684777337597932956e+02
3.092073677119798958e+03 4.197435000000000000e+06 5.750777360459422880e+02 9.684793901513662604e+02
3.092094110719859600e+03 4.198233000000000000e+06 5.750725236069555422e+02 9.684760802937807966e+02
3.092114544420037419e+03 4.198177000000000000e+06 5.750664945760981936e+02 9.684754184971238828e+02
3.092134977919980884e+03 4.198241000000000000e+06 5.750652289851868773e+02 9.684738510723896070e+02
3.092155411520041525e+03 4.197467000000000000e+06 5.750626756565328606e+02 9.684747284493242887e+02
3.092175845220219344e+03 4.197716000000000000e+06 5.750567365681718002e+02 9.684745290057736611e+02
3.092196278720162809e+03 4.198106000000000000e+06 5.750508846132041754e+02 9.684730083042210254e+02
3.092216712419874966e+03 4.197590000000000000e+06 5.750483167722430835e+02 9.684726705085537333e+02
3.092237145919818431e+03 4.198031000000000000e+06 5.750438900999063208e+02 9.684709874700782848e+02
3.092257579619996250e+03 4.197261000000000000e+06 5.750416509719076430e+02 9.684718246018057926e+02
3.092278013220056891e+03 3.650217000000000000e+06 5.759987855516535546e+02 9.692687023812557072e+02
3.092298446720000356e+03 4.195290000000000000e+06 5.750184897825895405e+02 9.684734709638665890e+02
3.092318880320060998e+03 4.196337000000000000e+06 5.750247067859421577e+02 9.684733606952920582e+02
3.092339314019773155e+03 4.196095000000000000e+06 5.750245447255126692e+02 9.684739733013670957e+02
3.092359747619833797e+03 4.195918000000000000e+06 5.750200826136259593e+02 9.684749299199841062e+02
3.092380181119777262e+03 4.196544000000000000e+06 5.750125179195071041e+02 9.684711941540467706e+02
3.092400614819955081e+03 4.196045000000000000e+06 5.750107062722158844e+02 9.684711512865090981e+02
3.092421048420015723e+03 4.195343000000000000e+06 5.750116538743077399e+02 9.684715724077864252e+02
3.092441481919959188e+03 4.195247000000000000e+06 5.750074543882636817e+02 9.684721283395232376e+02
3.092461915620137006e+03 4.195138000000000000e+06 5.750064653415454359e+02 9.684723196233353519e+02
3.092482349220197648e+03 4.195129000000000000e+06 5.750015970903398284e+02 9.684717046841706178e+02
3.092502782720141113e+03 4.195587000000000000e+06 5.750003439328037302e+02 9.684698706045185190e+02
3.092523216419853270e+03 4.195223000000000000e+06 5.750017844105069571e+02 9.684674671644391992e+02
3.092543650019913912e+03 4.195360000000000000e+06 5.749978028107242380e+02 9.684666305156172257e+02
3.092564083519857377e+03 4.194393000000000000e+06 5.750005986563490978e+02 9.684689016980526048e+02
3.092584517220035195e+03 4.194731000000000000e+06 5.749956235572674359e+02 9.684678602751880589e+02
3.092604950820095837e+03 4.195175000000000000e+06 5.749925931576156017e+02 9.684666468025767472e+02
3.092625384420156479e+03 4.195095000000000000e+06 5.749917925577370852e+02 9.684663069608674277e+02
3.092645818020217121e+03 4.194262000000000000e+06 5.749902895908743403e+02 9.684660052233265333e+02
3.092666251619812101e+03 4.194599000000000000e+06 5.749887092902087034e+02 9.684666329248635748e+02
3.092686685219872743e+03 4.194596000000000000e+06 5.749870612092320243e+02 9.684655735617923256e+02
3.092707118819933385e+03 4.194416000000000000e+06 5.749843954438472338e+02 9.684641764193155495e+02
3.092727552419994026e+03 4.194168000000000000e+06 5.749825316963936075e+02 9.684634552073259783e+02
3.092747986020054668e+03 4.194073000000000000e+06 5.749790077568987954e+02 9.684622306287944866e+02
3.092768419720232487e+03 4.194799000000000000e+06 5.750121457547786576e+02 9.684672860368279999e+02
3.092788853220175952e+03 4.196314000000000000e+06 5.750483502902785631e+02 9.684714201558796276e+02
3.092809286919888109e+03 4.196608000000000000e+06 5.750460807871500037e+02 9.684716144562465843e+02
3.092829720519948751e+03 4.196065000000000000e+06 5.750419252323307546e+02 9.684706121092023068e+02
3.092850154019892216e+03 4.195892000000000000e+06 5.750374783240368970e+02 9.684712769060786286e+02
3.092870587720070034e+03 4.196150000000000000e+06 5.750344024879949529e+02 9.684695768740392623e+02
3.092891021320130676e+03 4.195825000000000000e+06 5.750315651868226041e+02 9.684700036345652734e+02
3.092911454820074141e+03 4.196068000000000000e+06 5.750299158640899577e+02 9.684679957522137101e+02
3.092931888519786298e+03 4.196229000000000000e+06 5.750259687924562968e+02 9.684698699713480892e+02
3.092952322119846940e+03 4.195858000000000000e+06 5.750234373994544512e+02 9.684688833606857088e+02
3.092972755619790405e+03 4.196031000000000000e+06 5.750198551917276291e+02 9.684691950559945326e+02
3.092993189319968224e+03 4.195753000000000000e+06 5.750155280828017794e+02 9.684671252097060687e+02
3.093013622920028865e+03 4.195741000000000000e+06 5.750117118764003408e+02 9.684667597451797292e+02
3.093034056419972330e+03 4.195453000000000000e+06 5.750080539574629483e+02 9.684671772035105732e+02
3.093054490120150149e+03 4.194944000000000000e+06 5.750055979293167638e+02 9.684669311437769466e+02
3.093074923620093614e+03 4.194471000000000000e+06 5.750007590945318725e+02 9.684667925943462023e+02
3.093095357220154256e+03 4.195121000000000000e+06 5.749989177904523103e+02 9.684653176869034041e+02
3.093115790919866413e+03 4.194354000000000000e+06 5.749953322967016902e+02 9.684652463764384720e+02
3.093136224419809878e+03 4.194128000000000000e+06 5.749900432223337248e+02 9.684639584199624096e+02
3.093156658019870520e+03 4.193683000000000000e+06 5.749844272921916399e+02 9.684644554679025532e+02
3.093177091720048338e+03 4.194234000000000000e+06 5.749815658830671055e+02 9.684638422653575844e+02
3.093197525320108980e+03 4.193836000000000000e+06 5.749806892782645491e+02 9.684642804344280194e+02
3.093217958820052445e+03 4.193827000000000000e+06 5.749773240527089229e+02 9.684642580631008286e+02
3.093238392519764602e+03 4.194022000000000000e+06 5.749744872582929247e+02 9.684629095889339396e+02
3.093258826119825244e+03 4.173073000000000000e+06 5.750829597277594303e+02 9.684965714714312526e+02
3.093279259620234370e+03 4.135497000000000000e+06 5.751527816366449315e+02 9.685352082228569088e+02
3.093299693319946527e+03 4.136068000000000000e+06 5.751489815931460043e+02 9.685335248356651618e+02
3.093320126920007169e+03 4.175955000000000000e+06 5.750762081966879578e+02 9.684908848395157293e+02
3.093340560419950634e+03 4.196191000000000000e+06 5.750429785012169077e+02 9.684707271427826072e+02
3.093360994120128453e+03 4.196061000000000000e+06 5.750369758685586703e+02 9.684700744340942720e+02
3.093381427720189095e+03 4.196153000000000000e+06 5.750335209416815587e+02 9.684697404980228157e+02
3.093401861220132560e+03 4.195905000000000000e+06 5.750299787530938147e+02 9.684681335730908813e+02
3.093422294919844717e+03 4.195575000000000000e+06 5.750249941903076660e+02 9.684682588203047544e+02
3.093442728519905359e+03 4.195259000000000000e+06 5.750218265427712367e+02 9.684683894367427683e+02
3.093463162220083177e+03 4.195348000000000000e+06 5.750184587786280872e+02 9.684686705369852007e+02
3.093483595720026642e+03 4.195445000000000000e+06 5.750101982030511181e+02 9.684673556678731074e+02
3.093504029320087284e+03 4.195291000000000000e+06 5.750068076326529081e+02 9.684658832962958286e+02
3.093524463019799441e+03 4.194782000000000000e+06 5.750047804629656412e+02 9.684663377024121473e+02
3.093544896520208567e+03 4.194834000000000000e+06 5.750009144581167675e+02 9.684643695078279961e+02
3.093565330119803548e+03 4.194580000000000000e+06 5.749957559517281425e+02 9.684641685222358092e+02
3.093585763819981366e+03 4.194461000000000000e+06 5.749910474790443686e+02 9.684650588001652523e+02
3.093606197420042008e+03 4.194341000000000000e+06 5.749870189381359751e+02 9.684656409671983965e+02
3.093626630919985473e+03 4.194087000000000000e+06 5.749832995834373151e+02 9.684654588710247936e+02
3.093647064620163292e+03 4.193489000000000000e+06 5.749772764397379206e+02 9.684657241261393210e+02
3.093667498220223933e+03 4.193264000000000000e+06 5.749734955872083901e+02 9.684645815288520225e+02
3.093687931720167398e+03 4.193622000000000000e+06 5.749735102496123318e+02 9.684631716926322724e+02
3.093708365419879556e+03 4.193751000000000000e+06 5.749706069816734271e+02 9.684610285636891831e+02
3.093728799019940197e+03 4.193241000000000000e+06 5.749674242429662172e+02 9.684604340652016390e+02
3.093749232519883662e+03 4.195105000000000000e+06 5.750195151253662971e+02 9.684678133205247832e+02
3.093769666220061481e+03 4.196443000000000000e+06 5.750519411320492509e+02 9.684716418166527774e+02
3.093790099820122123e+03 4.196171000000000000e+06 5.750477521054313002e+02 9.684719178508215691e+02
3.093810533320065588e+03 4.196194000000000000e+06 5.750433957533898592e+02 9.684698922404445511e+02
3.093830967019777745e+03 4.196260000000000000e+06 5.750374109325923655e+02 9.684689671278709966e+02
3.093851400520186871e+03 4.195561000000000000e+06 5.750330418268259791e+02 9.684693248411833792e+02
3.093871834119781852e+03 4.196328000000000000e+06 5.750253428711960169e+02 9.684681948122263293e+02
3.093892267819959670e+03 4.195748000000000000e+06 5.750241825772186530e+02 9.684694280972070146e+02
3.093912701319903135e+03 4.195099000000000000e+06 5.750213906751664581e+02 9.684674733540257421e+02
