# EPIC24866269
# optimized values: MLE (powell)
#  ['k', 't0', 'p', 'a', 'b', 'u1', 'u2', 'sigma', 'inc', 'tshape', 'k_max', 'snr', 'rms']
0.100942,3073.978449,1.755547,7.133674,0.437138,0.775760,0.997820,-0.000568,89.908071,0.784319,0.120876,19.595399,0.000416
