# Time, flux, Xc, Yc
3.074745982219930738e+03 4.350019000000000000e+06 5.907406273397886025e+02 9.791845028722863162e+02
3.074766415819991380e+03 4.350047000000000000e+06 5.907460740079360448e+02 9.791844734091379223e+02
3.074786849319934845e+03 4.350913000000000000e+06 5.907465194086850033e+02 9.791814092812244326e+02
3.074807283020112664e+03 4.347725000000000000e+06 5.907699242707392386e+02 9.791935554801649459e+02
3.074827716620173305e+03 4.350410000000000000e+06 5.907609993081111952e+02 9.791834086902154013e+02
3.074848150120116770e+03 4.349646000000000000e+06 5.907697081555602381e+02 9.791861756106129633e+02
3.074868583819828928e+03 4.350695000000000000e+06 5.907102000944676092e+02 9.791810912969077663e+02
3.074889017419889569e+03 4.350074000000000000e+06 5.907075183088838912e+02 9.791837033117137707e+02
3.074909450919833034e+03 4.350513000000000000e+06 5.907143488595482950e+02 9.791858488872461521e+02
3.074929884620010853e+03 4.350651000000000000e+06 5.907166451641375033e+02 9.791821626234786891e+02
3.074950318220071495e+03 4.350527000000000000e+06 5.907222152626567322e+02 9.791830559837923147e+02
3.074970751720014960e+03 4.350441000000000000e+06 5.907290012667681367e+02 9.791823263434672526e+02
3.074991185420192778e+03 4.350877000000000000e+06 5.907346162624224917e+02 9.791809168588309831e+02
3.075011619019787759e+03 4.350208000000000000e+06 5.907441131550491491e+02 9.791825434553934429e+02
3.075032052619848400e+03 4.350247000000000000e+06 5.907506635830103505e+02 9.791821652885456615e+02
3.075052486219909042e+03 4.350158000000000000e+06 5.907609737393446494e+02 9.791850273024565467e+02
3.075072919819969684e+03 4.349964000000000000e+06 5.907672334759552086e+02 9.791846989998077788e+02
3.075093353420030326e+03 4.349842000000000000e+06 5.907740867369435591e+02 9.791864088396773695e+02
3.075113787020090967e+03 4.351775000000000000e+06 5.906514355636493292e+02 9.791761715621786379e+02
3.075134220620151609e+03 4.352747000000000000e+06 5.906291626873787663e+02 9.791710712798147824e+02
3.075154654220212251e+03 4.351277000000000000e+06 5.906426858138427178e+02 9.791765982721854016e+02
3.075175087819807231e+03 4.351922000000000000e+06 5.906435200355153938e+02 9.791735927252373131e+02
3.075195521419867873e+03 4.352049000000000000e+06 5.906525452723533363e+02 9.791728693771600547e+02
3.075215955120045692e+03 4.351341000000000000e+06 5.906639700267113540e+02 9.791750837270625425e+02
3.075236388619989157e+03 4.350341000000000000e+06 5.906738756800904184e+02 9.791789013780759205e+02
3.075256822220049798e+03 4.350518000000000000e+06 5.906814439108170518e+02 9.791783079624080983e+02
3.075277255920227617e+03 4.351767000000000000e+06 5.906816470183260890e+02 9.791753064904439725e+02
3.075297689420171082e+03 4.350324000000000000e+06 5.906969375154586714e+02 9.791802704810032765e+02
3.075318123020231724e+03 4.350136000000000000e+06 5.907043515421127040e+02 9.791826064748320277e+02
3.075338556719943881e+03 4.349921000000000000e+06 5.907134775551096482e+02 9.791843532330816515e+02
3.075358990219887346e+03 4.348981000000000000e+06 5.907263188779164693e+02 9.791902981411047904e+02
3.075379423819947988e+03 4.350987000000000000e+06 5.907185282327894811e+02 9.791832747374331802e+02
3.075399857520125806e+03 4.350389000000000000e+06 5.907278615774359878e+02 9.791853425061528924e+02
3.075420291020069271e+03 4.350000000000000000e+06 5.907374498850574582e+02 9.791877809195402733e+02
3.075440724620129913e+03 4.350960000000000000e+06 5.907380254012907699e+02 9.791828191939250701e+02
3.075461158319842070e+03 4.349961000000000000e+06 5.907509867329845292e+02 9.791869007561217586e+02
3.075481591819785535e+03 4.350651000000000000e+06 5.907539758992389807e+02 9.791857080698957816e+02
3.075502025419846177e+03 4.350133000000000000e+06 5.907659117548819268e+02 9.791887631941368682e+02
3.075522459120023996e+03 4.349702000000000000e+06 5.907751781616303788e+02 9.791910135452957320e+02
3.075542892720084637e+03 4.350000000000000000e+06 5.907793956321838778e+02 9.791905811494252703e+02
3.075563326220028102e+03 4.349617000000000000e+06 5.907880882385736641e+02 9.791928781315688184e+02
3.075583759920205921e+03 4.350055000000000000e+06 5.907938499628165800e+02 9.791923667631788248e+02
3.075604193519800901e+03 4.350779000000000000e+06 5.907302310689649403e+02 9.791826530375365110e+02
3.075624627119861543e+03 4.349416000000000000e+06 5.907349733849325730e+02 9.791883016018701937e+02
3.075645060719922185e+03 4.349744000000000000e+06 5.907413328232649974e+02 9.791885327044534506e+02
3.075665494319982827e+03 4.350572000000000000e+06 5.907438879301388397e+02 9.791875684392764470e+02
3.075685928020160645e+03 4.350129000000000000e+06 5.907523344710007223e+02 9.791866452696000351e+02
3.075706361520104110e+03 4.319399000000000000e+06 5.909174848167534719e+02 9.792934787918411530e+02
3.075726795120164752e+03 4.285508000000000000e+06 5.911020019096919214e+02 9.794131162513289155e+02
3.075747228720225394e+03 4.288549000000000000e+06 5.910940040559172530e+02 9.794022866475351066e+02
3.075767662319820374e+03 4.335815000000000000e+06 5.908551937755646577e+02 9.792406394184254168e+02
3.075788095919881016e+03 4.351518000000000000e+06 5.907815088895415556e+02 9.791872045571224135e+02
3.075808529519941658e+03 4.349087000000000000e+06 5.908043297363332158e+02 9.791999040258334617e+02
3.075828963120002300e+03 4.348487000000000000e+06 5.908148519243590044e+02 9.792027905338109122e+02
3.075849396720062941e+03 4.350621000000000000e+06 5.907271235531662796e+02 9.791838889206851491e+02
3.075869830320123583e+03 4.350177000000000000e+06 5.907243643189690374e+02 9.791853956747047505e+02
3.075890263920184225e+03 4.350653000000000000e+06 5.907274733241193871e+02 9.791843603707305874e+02
3.075910697519779205e+03 4.350899000000000000e+06 5.907328954314958764e+02 9.791841794075201051e+02
3.075931131119839847e+03 4.352239000000000000e+06 5.907320870935626544e+02 9.791799811545275816e+02
3.075951564719900489e+03 4.349507000000000000e+06 5.907574711340848808e+02 9.791913738729469969e+02
3.075971998319961131e+03 4.350173000000000000e+06 5.907615058067805194e+02 9.791879467782085840e+02
3.075992431920021772e+03 4.349911000000000000e+06 5.907692042434890709e+02 9.791893066317908279e+02
3.076012865520082414e+03 4.349070000000000000e+06 5.907802704946115000e+02 9.791934654995205847e+02
3.076033299120143056e+03 4.349572000000000000e+06 5.907849305632829555e+02 9.791921584468541369e+02
3.076053732819855213e+03 4.349238000000000000e+06 5.907924576672970716e+02 9.791945099348437225e+02
3.076074166319798678e+03 4.349368000000000000e+06 5.907985941865576933e+02 9.791940714145135871e+02
3.076094599919859320e+03 4.350033000000000000e+06 5.907309870982587654e+02 9.791870397305032157e+02
3.076115033620037138e+03 4.350127000000000000e+06 5.907250128559464883e+02 9.791873023477245397e+02
3.076135467119980603e+03 4.350620000000000000e+06 5.907261050149173798e+02 9.791857142200422004e+02
3.076155900720041245e+03 4.350275000000000000e+06 5.907332177850825019e+02 9.791867470447270989e+02
3.076176334420219064e+03 4.350612000000000000e+06 5.907394564259005847e+02 9.791859501605750893e+02
3.076196767920162529e+03 4.350425000000000000e+06 5.907464243148657488e+02 9.791862608825574625e+02
3.076217201520223171e+03 4.350379000000000000e+06 5.907522744570070472e+02 9.791872243774622575e+02
3.076237635219935328e+03 4.350271000000000000e+06 5.907573289112333441e+02 9.791884574547194688e+02
3.076258068719878793e+03 4.351115000000000000e+06 5.907591541478448107e+02 9.791845133948424973e+02
3.076278502420056611e+03 4.349782000000000000e+06 5.907787909830883564e+02 9.791919434123365136e+02
3.076298936020117253e+03 4.348667000000000000e+06 5.907895338962491678e+02 9.791967152233086154e+02
3.076319369520060718e+03 4.349164000000000000e+06 5.907946122519178971e+02 9.791958376368423842e+02
3.076339803219772875e+03 4.349837000000000000e+06 5.907155235931828656e+02 9.791856235072716572e+02
3.076360236819833517e+03 4.350429000000000000e+06 5.907067438636511270e+02 9.791836897004869797e+02
3.076380670419894159e+03 4.350741000000000000e+06 5.907124588662023825e+02 9.791845701686218035e+02
3.076401104019954801e+03 4.350076000000000000e+06 5.907231255270022530e+02 9.791887426794382918e+02
3.076421537620015442e+03 4.350107000000000000e+06 5.907282280642751857e+02 9.791899486610329859e+02
3.076441971220076084e+03 4.350179000000000000e+06 5.907352833067328675e+02 9.791897547204379180e+02
3.076462404820136726e+03 4.350380000000000000e+06 5.907398542196314111e+02 9.791887019065001141e+02
3.076482838420197368e+03 4.350309000000000000e+06 5.907458490879613464e+02 9.791883604130189269e+02
3.076503272019792348e+03 4.350213000000000000e+06 5.907546412095223332e+02 9.791893764742094390e+02
3.076523705619852990e+03 4.348544000000000000e+06 5.907729934433226617e+02 9.791951529063520638e+02
3.076544139219913632e+03 4.349303000000000000e+06 5.907747494253676450e+02 9.791927701978914911e+02
3.076564572819974273e+03 4.350187000000000000e+06 5.907749818571018068e+02 9.791922326557455563e+02
3.076585006420034915e+03 3.982311000000000000e+06 5.932607480932554154e+02 9.810984933120491860e+02
3.076605440020095557e+03 4.350368000000000000e+06 5.906669164539644044e+02 9.791802622214947860e+02
3.076625873520039022e+03 4.350895000000000000e+06 5.906525949258715400e+02 9.791772306617374397e+02
3.076646307220216841e+03 4.351260000000000000e+06 5.906539032372232896e+02 9.791760179809986084e+02
3.076666740819811821e+03 4.350582000000000000e+06 5.906624159710125923e+02 9.791788765273244053e+02
3.076687174320220947e+03 4.351342000000000000e+06 5.906648654598972144e+02 9.791761424406539618e+02
3.076707608019933105e+03 4.350379000000000000e+06 5.906735564878370042e+02 9.791803550909012301e+02
3.076728041619993746e+03 4.350580000000000000e+06 5.906770297293694512e+02 9.791793567754184551e+02
3.076748475220054388e+03 4.349839000000000000e+06 5.906876236108968214e+02 9.791828067659515682e+02
3.076768908820115030e+03 4.350743000000000000e+06 5.906878838855800495e+02 9.791804071166694712e+02
3.076789342420175672e+03 4.350603000000000000e+06 5.906946841621725071e+02 9.791828406315170241e+02
3.076809776020236313e+03 4.350464000000000000e+06 5.906996170983140928e+02 9.791840858814140347e+02
3.076830209619831294e+03 4.350490000000000000e+06 5.907132626439780552e+02 9.791844323283124822e+02
3.076850643219891936e+03 4.350154000000000000e+06 5.907177095339612833e+02 9.791854129761842387e+02
3.076871076920069754e+03 4.349589000000000000e+06 5.907274236715238658e+02 9.791921091854885617e+02
3.076891510520130396e+03 4.350042000000000000e+06 5.907297918043090021e+02 9.791903305761185266e+02
3.076911944020073861e+03 4.350441000000000000e+06 5.907302193042038425e+02 9.791877034994843143e+02
3.076932377719786018e+03 4.350164000000000000e+06 5.907372496761041702e+02 9.791907824624543082e+02
3.076952811319846660e+03 4.350292000000000000e+06 5.907421943170711529e+02 9.791902302190289902e+02
3.076973244819790125e+03 4.351317000000000000e+06 5.907426193035349797e+02 9.791854585634648629e+02
3.076993678519967943e+03 4.350464000000000000e+06 5.907536927095592318e+02 9.791890662697128391e+02
3.077014112120028585e+03 4.347954000000000000e+06 5.907752722314909306e+02 9.792003093868978567e+02
3.077034545619972050e+03 4.349823000000000000e+06 5.907671443182860003e+02 9.791923970239708979e+02
3.077054979320149869e+03 4.349534000000000000e+06 5.907737500155188854e+02 9.791945567042354241e+02
3.077075412920210510e+03 4.351099000000000000e+06 5.906754332641017982e+02 9.791790993493827955e+02
3.077095846420153975e+03 4.350783000000000000e+06 5.906648343528049736e+02 9.791774489787241009e+02
3.077116280119866133e+03 4.351474000000000000e+06 5.906624787370900549e+02 9.791751413429104787e+02
3.077136713719926775e+03 4.352453000000000000e+06 5.906631623592488722e+02 9.791717227044151741e+02
3.077157147219870239e+03 4.350661000000000000e+06 5.906795266282525745e+02 9.791782255615870554e+02
3.077177580920048058e+03 4.350666000000000000e+06 5.906825605550966429e+02 9.791787480353582396e+02
3.077198014520108700e+03 4.350935000000000000e+06 5.906863506349784529e+02 9.791791922885540771e+02
3.077218448120169342e+03 4.350071000000000000e+06 5.906945121125609148e+02 9.791832029868018026e+02
3.077238881720229983e+03 4.351146000000000000e+06 5.906948240762318392e+02 9.791795800462682564e+02
3.077259315319824964e+03 4.349961000000000000e+06 5.907049844814700919e+02 9.791858708618307219e+02
3.077279748919885606e+03 4.350353000000000000e+06 5.907093293348838188e+02 9.791839852995836964e+02
3.077300182519946247e+03 4.350576000000000000e+06 5.907127883756081701e+02 9.791851917998903900e+02
3.077320616120006889e+03 4.350075000000000000e+06 5.907180078504393350e+02 9.791882031918989924e+02
3.077341049619950354e+03 4.349859000000000000e+06 5.907235321880548327e+02 9.791896944245778514e+02
3.077361483320128173e+03 4.349683000000000000e+06 5.907275548585954539e+02 9.791908017204931411e+02
3.077381916920188814e+03 4.350249000000000000e+06 5.907277059313156542e+02 9.791896937393698863e+02
3.077402350420132279e+03 4.350094000000000000e+06 5.907308738615763559e+02 9.791898637132899239e+02
3.077422784119844437e+03 4.350111000000000000e+06 5.907359182328910947e+02 9.791900799772695336e+02
3.077443217719905078e+03 4.349578000000000000e+06 5.907450709011310437e+02 9.791935408446520341e+02
3.077463651219848543e+03 4.314698000000000000e+06 5.909279520837843620e+02 9.793132659574320087e+02
3.077484084920026362e+03 4.286197000000000000e+06 5.910804169757012687e+02 9.794125242026906335e+02
3.077504518520087004e+03 4.290138000000000000e+06 5.910671157897485273e+02 9.794002050749882073e+02
3.077524952020030469e+03 4.339158000000000000e+06 5.908182622066308340e+02 9.792304306503704083e+02
3.077545385720208287e+03 4.349331000000000000e+06 5.907693882116583382e+02 9.791958482810345004e+02
3.077565819319803268e+03 4.350497000000000000e+06 5.907069983038719556e+02 9.791832117112136302e+02
3.077586253019981086e+03 4.350462000000000000e+06 5.907042144029760493e+02 9.791837671493281050e+02
3.077606686519924551e+03 4.351114000000000000e+06 5.907043281329792990e+02 9.791817120856865131e+02
3.077627120119985193e+03 4.349707000000000000e+06 5.907154523281683396e+02 9.791885441938962913e+02
3.077647553820163012e+03 4.349750000000000000e+06 5.907175975630783569e+02 9.791898525202598194e+02
3.077667987320106477e+03 4.349960000000000000e+06 5.907213710011126295e+02 9.791889598984818122e+02
3.077688420920167118e+03 4.350605000000000000e+06 5.907229723222402527e+02 9.791869317026022372e+02
3.077708854619879276e+03 4.349908000000000000e+06 5.907295135897127238e+02 9.791898548199180823e+02
3.077729288219939917e+03 4.348837000000000000e+06 5.907432108860368771e+02 9.791949817847852273e+02
3.077749721719883382e+03 4.350238000000000000e+06 5.907382819054957963e+02 9.791906445118635247e+02
3.077770155420061201e+03 4.350116000000000000e+06 5.907427873187749583e+02 9.791917521279892753e+02
3.077790589020121843e+03 4.350115000000000000e+06 5.907480981537269145e+02 9.791924057180096952e+02
3.077811022520065308e+03 4.350772000000000000e+06 5.906686702957543957e+02 9.791791376335050927e+02
3.077831456219777465e+03 4.349808000000000000e+06 5.906672317490795194e+02 9.791819926304792716e+02
3.077851889819838107e+03 4.350620000000000000e+06 5.906667360054428855e+02 9.791781550675535755e+02
3.077872323319781572e+03 4.350206000000000000e+06 5.906741676141314201e+02 9.791801551466758156e+02
3.077892757019959390e+03 4.350913000000000000e+06 5.906732786888636610e+02 9.791777941779116645e+02
3.077913190620020032e+03 4.350283000000000000e+06 5.906815823246441823e+02 9.791805641150242536e+02
3.077933624119963497e+03 4.350155000000000000e+06 5.906861741708054296e+02 9.791814098578096264e+02
3.077954057820141315e+03 4.350194000000000000e+06 5.906919314402989585e+02 9.791822229077599786e+02
3.077974491420201957e+03 4.350363000000000000e+06 5.906952102617643732e+02 9.791832782689627948e+02
3.077994924920145422e+03 4.350022000000000000e+06 5.907024803552717458e+02 9.791854100967765362e+02
3.078015358619857579e+03 4.348342000000000000e+06 5.907196938511276585e+02 9.791931904160252316e+02
3.078035792119801044e+03 4.350530000000000000e+06 5.907088414515012573e+02 9.791847188733327130e+02
3.078056225819978863e+03 4.350601000000000000e+06 5.907131715825008769e+02 9.791854024306067004e+02
3.078076659420039505e+03 4.349767000000000000e+06 5.907226246831152139e+02 9.791889657537979019e+02
3.078097093020100147e+03 4.350373000000000000e+06 5.907225881550846225e+02 9.791877772319752467e+02
3.078117526520043612e+03 4.349492000000000000e+06 5.907318905288250335e+02 9.791911938221751370e+02
3.078137960220221430e+03 4.354515000000000000e+06 5.907134190604464266e+02 9.791752486786703003e+02
3.078158393819816411e+03 4.348100000000000000e+06 5.907487015018053853e+02 9.791996232837331036e+02
3.078178827320225537e+03 4.349658000000000000e+06 5.907438184795217921e+02 9.791929701139721374e+02
3.078199261019937694e+03 4.350270000000000000e+06 5.907451498412742694e+02 9.791918713091371274e+02
3.078219694619998336e+03 4.349686000000000000e+06 5.907548935716279175e+02 9.791940958496774101e+02
3.078240128320176154e+03 4.349859000000000000e+06 5.907593195549557095e+02 9.791931041902737434e+02
3.078260561820119619e+03 4.349029000000000000e+06 5.907671282486275004e+02 9.791969540787150663e+02
3.078280995420180261e+03 4.348519000000000000e+06 5.907778756399592339e+02 9.791996909752492684e+02
3.078301429119892418e+03 4.350521000000000000e+06 5.906912516914641174e+02 9.791815589443195904e+02
3.078321862619835883e+03 4.350071000000000000e+06 5.906829888523658383e+02 9.791807671644899074e+02
3.078342296219896525e+03 4.348970000000000000e+06 5.906946378107919600e+02 9.791858212404316646e+02
3.078362729920074344e+03 4.349830000000000000e+06 5.906935974509348171e+02 9.791837736187391101e+02
3.078383163420017809e+03 4.349469000000000000e+06 5.907006915096992543e+02 9.791861910040053090e+02
3.078403597020078450e+03 4.349658000000000000e+06 5.907039592538079660e+02 9.791853251451033202e+02
3.078424030719790608e+03 4.349300000000000000e+06 5.907115144965856643e+02 9.791874211942151760e+02
3.078444464220199734e+03 4.349524000000000000e+06 5.907114399184830518e+02 9.791875230484990880e+02
3.078464897819794714e+03 4.351560000000000000e+06 5.907057172600170816e+02 9.791815114579599140e+02
3.078485331519972533e+03 4.348943000000000000e+06 5.907234321075259231e+02 9.791921294438672021e+02
3.078505765019915998e+03 4.349721000000000000e+06 5.907223447205004732e+02 9.791900896632221247e+02
3.078526198619976640e+03 4.349149000000000000e+06 5.907305585529491054e+02 9.791930400636998684e+02
3.078546632320154458e+03 4.021955000000000000e+06 5.926583818068576193e+02 9.806616665278453411e+02
3.078567065920215100e+03 4.350318000000000000e+06 5.906796275582612452e+02 9.791828084751505230e+02
3.078587499420158565e+03 4.349803000000000000e+06 5.906840084481987105e+02 9.791845787039090965e+02
3.078607933119870722e+03 4.350288000000000000e+06 5.906817373930185795e+02 9.791824382661561685e+02
3.078628366719931364e+03 4.349392000000000000e+06 5.906912451211571806e+02 9.791879508676155410e+02
3.078648800219874829e+03 4.349764000000000000e+06 5.906905034388072409e+02 9.791851075138789611e+02
