# EPIC201437341
# optimized values: MLE (powell)
#  ['k', 't0', 'p', 'a', 'b', 'u1', 'u2', 'sigma', 'inc', 'tshape', 'k_max', 'snr', 'rms']
0.018113,3074.717065,3.330854,107.466471,0.097423,0.001433,0.998374,0.000637,89.946665,0.964065,0.018296,1.658678,0.000143
